file;category;confidence
S4-a- (2243).JPG;animal;0.0355
S4-a- (2243).JPG;animal;0.037
S4-a- (2243).JPG;vehicle;0.0755
S4-a- (2243).JPG;animal;0.102
S4-a- (2243).JPG;animal;0.959
S4-a- (2244).JPG;animal;0.0917
S4-a- (2244).JPG;vehicle;0.175
S4-a- (2244).JPG;animal;0.955
S4-a- (2245).JPG;animal;0.00755
S4-a- (2245).JPG;animal;0.00868
S4-a- (2245).JPG;animal;0.0106
S4-a- (2245).JPG;animal;0.0165
S4-a- (2245).JPG;animal;0.0167
S4-a- (2245).JPG;vehicle;0.0462
S4-a- (2245).JPG;animal;0.172
S4-a- (2245).JPG;animal;0.93
S4-a- (2246).JPG;animal;0.00963
S4-a- (2246).JPG;animal;0.0143
S4-a- (2246).JPG;vehicle;0.0208
S4-a- (2246).JPG;animal;0.158
S4-a- (2246).JPG;animal;0.92
S4-a- (2247).JPG;animal;0.0194
S4-a- (2247).JPG;animal;0.0568
S4-a- (2247).JPG;animal;0.229
S4-a- (2247).JPG;animal;0.451
S4-a- (2247).JPG;animal;0.563
S4-a- (2247).JPG;animal;0.952
S4-a- (2248).JPG;animal;0.00581
S4-a- (2248).JPG;animal;0.0132
S4-a- (2248).JPG;animal;0.0141
S4-a- (2248).JPG;animal;0.0173
S4-a- (2248).JPG;animal;0.0435
S4-a- (2248).JPG;animal;0.107
S4-a- (2248).JPG;animal;0.912
S4-a- (2249).JPG;animal;0.00554
S4-a- (2249).JPG;animal;0.0102
S4-a- (2249).JPG;animal;0.0125
S4-a- (2249).JPG;animal;0.013
S4-a- (2249).JPG;animal;0.0217
S4-a- (2249).JPG;animal;0.956
S4-a- (2250).JPG;animal;0.00586
S4-a- (2250).JPG;animal;0.00629
S4-a- (2250).JPG;animal;0.00971
S4-a- (2250).JPG;animal;0.00992
S4-a- (2250).JPG;animal;0.0208
S4-a- (2250).JPG;animal;0.042
S4-a- (2250).JPG;animal;0.957
S4-a- (2251).JPG;animal;0.005
S4-a- (2251).JPG;animal;0.0121
S4-a- (2251).JPG;animal;0.764
S4-a- (2252).JPG;animal;0.00616
S4-a- (2252).JPG;animal;0.00742
S4-a- (2252).JPG;animal;0.0169
S4-a- (2252).JPG;animal;0.788
S4-a- (2253).JPG;animal;0.00626
S4-a- (2253).JPG;animal;0.00752
S4-a- (2253).JPG;animal;0.00789
S4-a- (2253).JPG;animal;0.00972
S4-a- (2253).JPG;animal;0.732
S4-a- (2254).JPG;animal;0.00556
S4-a- (2254).JPG;animal;0.0228
S4-a- (2254).JPG;animal;0.887
S4-a- (2255).JPG;animal;0.00683
S4-a- (2255).JPG;animal;0.0104
S4-a- (2255).JPG;animal;0.0156
S4-a- (2255).JPG;animal;0.0296
S4-a- (2255).JPG;animal;0.0866
S4-a- (2255).JPG;animal;0.801
S4-a- (2256).JPG;animal;0.00856
S4-a- (2256).JPG;animal;0.0118
S4-a- (2256).JPG;animal;0.0832
S4-a- (2256).JPG;animal;0.868
S4-a- (2257).JPG;animal;0.0053
S4-a- (2257).JPG;animal;0.00588
S4-a- (2257).JPG;animal;0.0061
S4-a- (2257).JPG;animal;0.887
S4-a- (2258).JPG;animal;0.0064
S4-a- (2258).JPG;animal;0.0208
S4-a- (2258).JPG;animal;0.0275
S4-a- (2258).JPG;animal;0.9
S4-a- (2259).JPG;animal;0.888
S4-a- (2260).JPG;animal;0.0152
S4-a- (2260).JPG;animal;0.802
S4-a- (2261).JPG;animal;0.00683
S4-a- (2261).JPG;animal;0.0141
S4-a- (2261).JPG;animal;0.834
S4-a- (2262).JPG;animal;0.0192
S4-a- (2262).JPG;animal;0.809
S4-a- (2263).JPG;animal;0.0119
S4-a- (2263).JPG;animal;0.0183
S4-a- (2263).JPG;animal;0.101
S4-a- (2263).JPG;animal;0.108
S4-a- (2263).JPG;animal;0.174
S4-a- (2264).JPG;animal;0.0316
S4-a- (2264).JPG;animal;0.0844
S4-a- (2264).JPG;animal;0.162
S4-a- (2265).JPG;animal;0.00552
S4-a- (2265).JPG;animal;0.00917
S4-a- (2265).JPG;animal;0.0163
S4-a- (2265).JPG;animal;0.0624
S4-a- (2265).JPG;animal;0.112
S4-a- (2265).JPG;animal;0.135
S4-a- (2265).JPG;animal;0.138
S4-a- (2266).JPG;animal;0.00532
S4-a- (2266).JPG;animal;0.0185
S4-a- (2266).JPG;animal;0.338
S4-a- (2267).JPG;animal;0.00997
S4-a- (2267).JPG;animal;0.0148
S4-a- (2267).JPG;animal;0.117
S4-a- (2267).JPG;animal;0.273
S4-a- (2267).JPG;animal;0.373
S4-a- (2268).JPG;animal;0.0537
S4-a- (2268).JPG;animal;0.181
S4-a- (2268).JPG;animal;0.221
S4-a- (2269).JPG;animal;0.00748
S4-a- (2269).JPG;animal;0.021
S4-a- (2269).JPG;animal;0.0678
S4-a- (2269).JPG;animal;0.709
S4-a- (2270).JPG;animal;0.0102
S4-a- (2270).JPG;animal;0.0123
S4-a- (2270).JPG;animal;0.0141
S4-a- (2270).JPG;animal;0.0605
S4-a- (2271).JPG;animal;0.0119
S4-a- (2271).JPG;animal;0.0313
S4-a- (2272).JPG;animal;0.00864
S4-a- (2272).JPG;animal;0.00911
S4-a- (2272).JPG;animal;0.0346
S4-a- (2272).JPG;animal;0.043
S4-a- (2272).JPG;animal;0.0599
S4-a- (2272).JPG;animal;0.0612
S4-a- (2272).JPG;animal;0.467
S4-a- (2272).JPG;animal;0.521
S4-a- (2273).JPG;animal;0.00539
S4-a- (2273).JPG;animal;0.0109
S4-a- (2273).JPG;animal;0.0132
S4-a- (2273).JPG;animal;0.0221
S4-a- (2274).JPG;animal;0.0137
S4-a- (2274).JPG;animal;0.0692
S4-a- (2274).JPG;animal;0.157
S4-a- (2274).JPG;animal;0.397
S4-a- (2275).JPG;animal;0.0475
S4-a- (2275).JPG;vehicle;0.287
S4-a- (2275).JPG;animal;0.407
S4-a- (2276).JPG;animal;0.0123
S4-a- (2276).JPG;animal;0.309
S4-a- (2276).JPG;animal;0.387
S4-a- (2277).JPG;animal;0.00641
S4-a- (2277).JPG;animal;0.009
S4-a- (2277).JPG;animal;0.0219
S4-a- (2277).JPG;animal;0.909
S4-a- (2278).JPG;animal;0.0144
S4-a- (2278).JPG;animal;0.855
S4-a- (2279).JPG;animal;0.0197
S4-a- (2279).JPG;animal;0.855
S4-a- (2280).JPG;animal;0.00889
S4-a- (2280).JPG;animal;0.895
S4-a- (2281).JPG;animal;0.00679
S4-a- (2281).JPG;animal;0.0215
S4-a- (2281).JPG;animal;0.0412
S4-a- (2281).JPG;vehicle;0.257
S4-a- (2281).JPG;animal;0.389
S4-a- (2282).JPG;animal;0.00796
S4-a- (2282).JPG;animal;0.0154
S4-a- (2282).JPG;animal;0.0923
S4-a- (2282).JPG;animal;0.482
S4-a- (2283).JPG;animal;0.0074
S4-a- (2283).JPG;animal;0.014
S4-a- (2283).JPG;animal;0.0448
S4-a- (2283).JPG;vehicle;0.23
S4-a- (2283).JPG;animal;0.286
S4-a- (2284).JPG;animal;0.0201
S4-a- (2284).JPG;vehicle;0.0203
S4-a- (2284).JPG;animal;0.0206
S4-a- (2284).JPG;vehicle;0.0479
S4-a- (2284).JPG;animal;0.951
S4-a- (2285).JPG;animal;0.00514
S4-a- (2285).JPG;vehicle;0.00792
S4-a- (2285).JPG;person;0.0103
S4-a- (2285).JPG;animal;0.0124
S4-a- (2285).JPG;vehicle;0.0283
S4-a- (2285).JPG;animal;0.922
S4-a- (2286).JPG;animal;0.968
S4-a- (2287).JPG;animal;0.194
S4-a- (2287).JPG;animal;0.588
S4-a- (2288).JPG;animal;0.0132
S4-a- (2288).JPG;animal;0.0158
S4-a- (2288).JPG;animal;0.0207
S4-a- (2288).JPG;animal;0.0329
S4-a- (2288).JPG;animal;0.322
S4-a- (2289).JPG;animal;0.0168
S4-a- (2289).JPG;animal;0.0247
S4-a- (2289).JPG;animal;0.0263
S4-a- (2289).JPG;animal;0.514
S4-a- (2290).JPG;animal;0.118
S4-a- (2290).JPG;animal;0.692
S4-a- (2291).JPG;animal;0.00641
S4-a- (2291).JPG;animal;0.00744
S4-a- (2291).JPG;animal;0.0902
S4-a- (2291).JPG;animal;0.116
S4-a- (2291).JPG;animal;0.301
S4-a- (2291).JPG;animal;0.486
S4-a- (2292).JPG;animal;0.0137
S4-a- (2292).JPG;animal;0.0153
S4-a- (2292).JPG;animal;0.806
S4-a- (2293).JPG;animal;0.0419
S4-a- (2293).JPG;animal;0.0937
S4-a- (2294).JPG;vehicle;0.052
S4-a- (2294).JPG;animal;0.0997
S4-a- (2294).JPG;animal;0.122
S4-a- (2295).JPG;animal;0.0187
S4-a- (2295).JPG;vehicle;0.0328
S4-a- (2295).JPG;animal;0.0714
S4-a- (2295).JPG;animal;0.0876
S4-a- (2296).JPG;animal;0.885
S4-a- (2297).JPG;animal;0.901
S4-a- (2298).JPG;animal;0.00897
S4-a- (2298).JPG;animal;0.908
S4-a- (2299).JPG;animal;0.00705
S4-a- (2299).JPG;animal;0.028
S4-a- (2299).JPG;animal;0.0296
S4-a- (2299).JPG;animal;0.0415
S4-a- (2299).JPG;animal;0.0751
S4-a- (2299).JPG;animal;0.957
S4-a- (2300).JPG;animal;0.0186
S4-a- (2300).JPG;animal;0.023
S4-a- (2300).JPG;animal;0.0699
S4-a- (2300).JPG;animal;0.1
S4-a- (2300).JPG;animal;0.16
S4-a- (2300).JPG;animal;0.958
S4-a- (2301).JPG;animal;0.0207
S4-a- (2301).JPG;animal;0.0542
S4-a- (2301).JPG;animal;0.0716
S4-a- (2301).JPG;animal;0.111
S4-a- (2301).JPG;animal;0.115
S4-a- (2301).JPG;animal;0.955
S4-a- (2302).JPG;animal;0.588
S4-a- (2302).JPG;animal;0.973
S4-a- (2303).JPG;animal;0.00603
S4-a- (2303).JPG;animal;0.00652
S4-a- (2303).JPG;animal;0.00682
S4-a- (2303).JPG;animal;0.133
S4-a- (2303).JPG;animal;0.322
S4-a- (2303).JPG;animal;0.978
S4-a- (2304).JPG;animal;0.967
S4-a- (2305).JPG;animal;0.0086
S4-a- (2305).JPG;animal;0.014
S4-a- (2305).JPG;animal;0.0202
S4-a- (2305).JPG;animal;0.0329
S4-a- (2305).JPG;animal;0.0445
S4-a- (2305).JPG;animal;0.0558
S4-a- (2305).JPG;animal;0.0665
S4-a- (2305).JPG;animal;0.107
S4-a- (2305).JPG;animal;0.129
S4-a- (2305).JPG;animal;0.233
S4-a- (2305).JPG;animal;0.366
S4-a- (2305).JPG;animal;0.551
S4-a- (2305).JPG;animal;0.979
S4-a- (2306).JPG;animal;0.00772
S4-a- (2306).JPG;animal;0.00809
S4-a- (2306).JPG;animal;0.00879
S4-a- (2306).JPG;animal;0.0272
S4-a- (2306).JPG;animal;0.0488
S4-a- (2306).JPG;animal;0.0635
S4-a- (2306).JPG;animal;0.0667
S4-a- (2306).JPG;animal;0.0771
S4-a- (2306).JPG;animal;0.154
S4-a- (2306).JPG;animal;0.17
S4-a- (2306).JPG;animal;0.45
S4-a- (2306).JPG;animal;0.507
S4-a- (2306).JPG;animal;0.979
S4-a- (2307).JPG;animal;0.00508
S4-a- (2307).JPG;animal;0.00748
S4-a- (2307).JPG;animal;0.0139
S4-a- (2307).JPG;animal;0.0447
S4-a- (2307).JPG;animal;0.0451
S4-a- (2307).JPG;animal;0.0483
S4-a- (2307).JPG;animal;0.139
S4-a- (2307).JPG;animal;0.173
S4-a- (2307).JPG;animal;0.452
S4-a- (2307).JPG;animal;0.592
S4-a- (2307).JPG;animal;0.979
S4-a- (2308).JPG;animal;0.0147
S4-a- (2308).JPG;animal;0.015
S4-a- (2308).JPG;animal;0.0156
S4-a- (2308).JPG;animal;0.0189
S4-a- (2308).JPG;animal;0.04
S4-a- (2308).JPG;animal;0.0907
S4-a- (2308).JPG;animal;0.126
S4-a- (2308).JPG;animal;0.147
S4-a- (2308).JPG;animal;0.45
S4-a- (2308).JPG;animal;0.463
S4-a- (2308).JPG;animal;0.978
S4-a- (2309).JPG;animal;0.00559
S4-a- (2309).JPG;animal;0.00778
S4-a- (2309).JPG;animal;0.00867
S4-a- (2309).JPG;animal;0.0163
S4-a- (2309).JPG;animal;0.0294
S4-a- (2309).JPG;animal;0.0503
S4-a- (2309).JPG;animal;0.0539
S4-a- (2309).JPG;animal;0.0796
S4-a- (2309).JPG;animal;0.253
S4-a- (2309).JPG;animal;0.754
S4-a- (2309).JPG;animal;0.978
S4-a- (2310).JPG;animal;0.00913
S4-a- (2310).JPG;animal;0.0137
S4-a- (2310).JPG;animal;0.0335
S4-a- (2310).JPG;animal;0.0676
S4-a- (2310).JPG;animal;0.0826
S4-a- (2310).JPG;animal;0.11
S4-a- (2310).JPG;animal;0.19
S4-a- (2310).JPG;animal;0.503
S4-a- (2310).JPG;animal;0.979
S4-a- (2311).JPG;animal;0.0052
S4-a- (2311).JPG;animal;0.0141
S4-a- (2311).JPG;animal;0.0248
S4-a- (2311).JPG;animal;0.0304
S4-a- (2311).JPG;animal;0.0521
S4-a- (2311).JPG;animal;0.62
S4-a- (2311).JPG;animal;0.978
S4-a- (2312).JPG;animal;0.0157
S4-a- (2312).JPG;animal;0.0228
S4-a- (2312).JPG;animal;0.0259
S4-a- (2312).JPG;animal;0.0266
S4-a- (2312).JPG;animal;0.0756
S4-a- (2312).JPG;animal;0.115
S4-a- (2312).JPG;animal;0.598
S4-a- (2312).JPG;animal;0.979
S4-a- (2313).JPG;animal;0.00702
S4-a- (2313).JPG;animal;0.0202
S4-a- (2313).JPG;animal;0.0493
S4-a- (2313).JPG;animal;0.0741
S4-a- (2313).JPG;animal;0.0916
S4-a- (2313).JPG;animal;0.166
S4-a- (2313).JPG;animal;0.64
S4-a- (2313).JPG;animal;0.979
S4-a- (2314).JPG;animal;0.00601
S4-a- (2314).JPG;animal;0.00645
S4-a- (2314).JPG;animal;0.0067
S4-a- (2314).JPG;animal;0.0104
S4-a- (2314).JPG;animal;0.0189
S4-a- (2314).JPG;animal;0.0734
S4-a- (2314).JPG;animal;0.123
S4-a- (2314).JPG;animal;0.709
S4-a- (2314).JPG;animal;0.974
S4-a- (2315).JPG;animal;0.00807
S4-a- (2315).JPG;animal;0.00975
S4-a- (2315).JPG;animal;0.0258
S4-a- (2315).JPG;animal;0.0272
S4-a- (2315).JPG;animal;0.059
S4-a- (2315).JPG;animal;0.122
S4-a- (2315).JPG;animal;0.677
S4-a- (2315).JPG;animal;0.973
S4-a- (2316).JPG;animal;0.0129
S4-a- (2316).JPG;animal;0.0154
S4-a- (2316).JPG;animal;0.037
S4-a- (2316).JPG;animal;0.0421
S4-a- (2316).JPG;animal;0.669
S4-a- (2316).JPG;animal;0.975
S4-a- (2317).JPG;animal;0.00679
S4-a- (2317).JPG;animal;0.0213
S4-a- (2317).JPG;animal;0.0218
S4-a- (2317).JPG;animal;0.0344
S4-a- (2317).JPG;animal;0.649
S4-a- (2317).JPG;animal;0.976
S4-a- (2318).JPG;animal;0.00731
S4-a- (2318).JPG;animal;0.0154
S4-a- (2318).JPG;animal;0.024
S4-a- (2318).JPG;animal;0.0317
S4-a- (2318).JPG;animal;0.585
S4-a- (2318).JPG;animal;0.975
S4-a- (2319).JPG;animal;0.00917
S4-a- (2319).JPG;animal;0.00929
S4-a- (2319).JPG;animal;0.0261
S4-a- (2319).JPG;animal;0.0262
S4-a- (2319).JPG;animal;0.0447
S4-a- (2319).JPG;animal;0.588
S4-a- (2319).JPG;animal;0.976
S4-a- (232).JPG;animal;0.00598
S4-a- (2320).JPG;animal;0.00501
S4-a- (2320).JPG;animal;0.00808
S4-a- (2320).JPG;animal;0.012
S4-a- (2320).JPG;animal;0.013
S4-a- (2320).JPG;animal;0.0134
S4-a- (2320).JPG;animal;0.0357
S4-a- (2320).JPG;animal;0.0949
S4-a- (2320).JPG;animal;0.103
S4-a- (2320).JPG;animal;0.72
S4-a- (2320).JPG;animal;0.914
S4-a- (2321).JPG;animal;0.00551
S4-a- (2321).JPG;animal;0.017
S4-a- (2321).JPG;animal;0.0195
S4-a- (2321).JPG;animal;0.0291
S4-a- (2321).JPG;animal;0.0346
S4-a- (2321).JPG;animal;0.0742
S4-a- (2321).JPG;animal;0.0984
S4-a- (2321).JPG;animal;0.217
S4-a- (2321).JPG;animal;0.732
S4-a- (2321).JPG;animal;0.904
S4-a- (2322).JPG;animal;0.00961
S4-a- (2322).JPG;animal;0.0122
S4-a- (2322).JPG;animal;0.0135
S4-a- (2322).JPG;animal;0.0175
S4-a- (2322).JPG;animal;0.029
S4-a- (2322).JPG;animal;0.0507
S4-a- (2322).JPG;animal;0.0512
S4-a- (2322).JPG;animal;0.112
S4-a- (2322).JPG;animal;0.683
S4-a- (2322).JPG;animal;0.896
S4-a- (2323).JPG;animal;0.0122
S4-a- (2323).JPG;animal;0.0169
S4-a- (2323).JPG;animal;0.0223
S4-a- (2323).JPG;animal;0.0251
S4-a- (2323).JPG;animal;0.0657
S4-a- (2323).JPG;animal;0.095
S4-a- (2323).JPG;animal;0.132
S4-a- (2323).JPG;animal;0.693
S4-a- (2323).JPG;animal;0.747
S4-a- (2324).JPG;animal;0.0056
S4-a- (2324).JPG;animal;0.00639
S4-a- (2324).JPG;animal;0.00774
S4-a- (2324).JPG;animal;0.0327
S4-a- (2324).JPG;animal;0.0405
S4-a- (2324).JPG;animal;0.0831
S4-a- (2324).JPG;animal;0.0883
S4-a- (2324).JPG;animal;0.0985
S4-a- (2324).JPG;animal;0.718
S4-a- (2324).JPG;animal;0.911
S4-a- (2325).JPG;animal;0.00779
S4-a- (2325).JPG;animal;0.0166
S4-a- (2325).JPG;animal;0.0265
S4-a- (2325).JPG;animal;0.03
S4-a- (2325).JPG;animal;0.0568
S4-a- (2325).JPG;animal;0.721
S4-a- (2325).JPG;animal;0.96
S4-a- (2326).JPG;animal;0.00574
S4-a- (2326).JPG;animal;0.00767
S4-a- (2326).JPG;animal;0.0129
S4-a- (2326).JPG;animal;0.0135
S4-a- (2326).JPG;animal;0.0255
S4-a- (2326).JPG;animal;0.0275
S4-a- (2326).JPG;animal;0.0617
S4-a- (2326).JPG;animal;0.713
S4-a- (2326).JPG;animal;0.935
S4-a- (2327).JPG;animal;0.00865
S4-a- (2327).JPG;animal;0.0131
S4-a- (2327).JPG;animal;0.015
S4-a- (2327).JPG;animal;0.0364
S4-a- (2327).JPG;animal;0.0415
S4-a- (2327).JPG;animal;0.0548
S4-a- (2327).JPG;animal;0.0727
S4-a- (2327).JPG;animal;0.123
S4-a- (2327).JPG;animal;0.722
S4-a- (2327).JPG;animal;0.949
S4-a- (2328).JPG;animal;0.0104
S4-a- (2328).JPG;animal;0.0118
S4-a- (2328).JPG;animal;0.0312
S4-a- (2328).JPG;animal;0.0411
S4-a- (2328).JPG;animal;0.0862
S4-a- (2328).JPG;animal;0.764
S4-a- (2328).JPG;animal;0.946
S4-a- (2329).JPG;animal;0.0107
S4-a- (2329).JPG;animal;0.0224
S4-a- (2329).JPG;animal;0.0328
S4-a- (2329).JPG;animal;0.0679
S4-a- (2329).JPG;animal;0.146
S4-a- (2329).JPG;animal;0.221
S4-a- (2329).JPG;animal;0.449
S4-a- (2329).JPG;animal;0.963
S4-a- (2330).JPG;animal;0.00514
S4-a- (2330).JPG;animal;0.00547
S4-a- (2330).JPG;animal;0.00708
S4-a- (2330).JPG;animal;0.0177
S4-a- (2330).JPG;animal;0.0241
S4-a- (2330).JPG;animal;0.0261
S4-a- (2330).JPG;animal;0.0371
S4-a- (2330).JPG;animal;0.0998
S4-a- (2330).JPG;animal;0.117
S4-a- (2330).JPG;animal;0.53
S4-a- (2330).JPG;animal;0.96
S4-a- (2331).JPG;animal;0.00677
S4-a- (2331).JPG;animal;0.0111
S4-a- (2331).JPG;animal;0.0118
S4-a- (2331).JPG;animal;0.0407
S4-a- (2331).JPG;animal;0.0765
S4-a- (2331).JPG;animal;0.095
S4-a- (2331).JPG;animal;0.49
S4-a- (2331).JPG;animal;0.968
S4-a- (2332).JPG;animal;0.00889
S4-a- (2332).JPG;animal;0.0167
S4-a- (2332).JPG;animal;0.0286
S4-a- (2332).JPG;animal;0.0372
S4-a- (2332).JPG;animal;0.0837
S4-a- (2332).JPG;animal;0.138
S4-a- (2332).JPG;animal;0.64
S4-a- (2332).JPG;animal;0.942
S4-a- (2333).JPG;animal;0.0277
S4-a- (2333).JPG;animal;0.0339
S4-a- (2333).JPG;animal;0.0442
S4-a- (2333).JPG;animal;0.067
S4-a- (2333).JPG;animal;0.0917
S4-a- (2333).JPG;animal;0.215
S4-a- (2333).JPG;animal;0.657
S4-a- (2333).JPG;animal;0.931
S4-a- (2334).JPG;animal;0.00671
S4-a- (2334).JPG;animal;0.00799
S4-a- (2334).JPG;animal;0.0101
S4-a- (2334).JPG;animal;0.0197
S4-a- (2334).JPG;animal;0.0347
S4-a- (2334).JPG;animal;0.0454
S4-a- (2334).JPG;animal;0.611
S4-a- (2334).JPG;animal;0.943
S4-a- (2335).JPG;animal;0.00711
S4-a- (2335).JPG;animal;0.00824
S4-a- (2335).JPG;animal;0.0163
S4-a- (2335).JPG;animal;0.0244
S4-a- (2335).JPG;animal;0.0297
S4-a- (2335).JPG;animal;0.0302
S4-a- (2335).JPG;animal;0.595
S4-a- (2335).JPG;animal;0.947
S4-a- (2336).JPG;animal;0.00507
S4-a- (2336).JPG;animal;0.00645
S4-a- (2336).JPG;animal;0.00668
S4-a- (2336).JPG;animal;0.00997
S4-a- (2336).JPG;animal;0.0455
S4-a- (2336).JPG;animal;0.0489
S4-a- (2336).JPG;animal;0.0501
S4-a- (2336).JPG;animal;0.0556
S4-a- (2336).JPG;animal;0.611
S4-a- (2336).JPG;animal;0.944
S4-a- (2337).JPG;animal;0.0116
S4-a- (2337).JPG;animal;0.0195
S4-a- (2337).JPG;animal;0.0223
S4-a- (2337).JPG;animal;0.0236
S4-a- (2337).JPG;animal;0.597
S4-a- (2337).JPG;animal;0.948
S4-a- (2338).JPG;animal;0.0659
S4-a- (2338).JPG;animal;0.595
S4-a- (2338).JPG;animal;0.951
S4-a- (2339).JPG;animal;0.125
S4-a- (2339).JPG;animal;0.608
S4-a- (2339).JPG;animal;0.953
S4-a- (2340).JPG;animal;0.0973
S4-a- (2340).JPG;animal;0.56
S4-a- (2340).JPG;animal;0.95
S4-a- (2341).JPG;animal;0.0118
S4-a- (2341).JPG;animal;0.0418
S4-a- (2341).JPG;animal;0.0561
S4-a- (2341).JPG;animal;0.0685
S4-a- (2341).JPG;animal;0.0799
S4-a- (2341).JPG;animal;0.0929
S4-a- (2341).JPG;animal;0.535
S4-a- (2341).JPG;animal;0.955
S4-a- (2342).JPG;animal;0.0115
S4-a- (2342).JPG;animal;0.035
S4-a- (2342).JPG;animal;0.035
S4-a- (2342).JPG;animal;0.0485
S4-a- (2342).JPG;animal;0.0726
S4-a- (2342).JPG;animal;0.0814
S4-a- (2342).JPG;animal;0.509
S4-a- (2342).JPG;animal;0.957
S4-a- (2343).JPG;animal;0.03
S4-a- (2343).JPG;animal;0.065
S4-a- (2343).JPG;animal;0.0721
S4-a- (2343).JPG;animal;0.0845
S4-a- (2343).JPG;animal;0.1
S4-a- (2343).JPG;animal;0.126
S4-a- (2343).JPG;animal;0.494
S4-a- (2343).JPG;animal;0.954
S4-a- (2344).JPG;animal;0.00914
S4-a- (2344).JPG;animal;0.011
S4-a- (2344).JPG;animal;0.0262
S4-a- (2344).JPG;animal;0.0285
S4-a- (2344).JPG;animal;0.539
S4-a- (2344).JPG;animal;0.956
S4-a- (2345).JPG;animal;0.00614
S4-a- (2345).JPG;animal;0.00648
S4-a- (2345).JPG;animal;0.00748
S4-a- (2345).JPG;animal;0.00843
S4-a- (2345).JPG;animal;0.0104
S4-a- (2345).JPG;animal;0.0403
S4-a- (2345).JPG;animal;0.506
S4-a- (2345).JPG;animal;0.956
S4-a- (2346).JPG;animal;0.00645
S4-a- (2346).JPG;animal;0.00819
S4-a- (2346).JPG;animal;0.0119
S4-a- (2346).JPG;animal;0.0149
S4-a- (2346).JPG;animal;0.0211
S4-a- (2346).JPG;animal;0.0232
S4-a- (2346).JPG;animal;0.0455
S4-a- (2346).JPG;animal;0.51
S4-a- (2346).JPG;animal;0.958
S4-a- (2347).JPG;animal;0.0113
S4-a- (2347).JPG;animal;0.0126
S4-a- (2347).JPG;animal;0.0218
S4-a- (2347).JPG;animal;0.55
S4-a- (2347).JPG;animal;0.951
S4-a- (2348).JPG;animal;0.00585
S4-a- (2348).JPG;animal;0.01
S4-a- (2348).JPG;animal;0.0197
S4-a- (2348).JPG;animal;0.549
S4-a- (2348).JPG;animal;0.952
S4-a- (2349).JPG;animal;0.00571
S4-a- (2349).JPG;animal;0.00814
S4-a- (2349).JPG;animal;0.0169
S4-a- (2349).JPG;animal;0.509
S4-a- (2349).JPG;animal;0.942
S4-a- (2350).JPG;animal;0.0937
S4-a- (2350).JPG;animal;0.636
S4-a- (2350).JPG;animal;0.962
S4-a- (2350).JPG;animal;0.968
S4-a- (2351).JPG;animal;0.00786
S4-a- (2351).JPG;animal;0.569
S4-a- (2351).JPG;animal;0.968
S4-a- (2351).JPG;animal;0.975
S4-a- (2352).JPG;animal;0.0118
S4-a- (2352).JPG;animal;0.363
S4-a- (2352).JPG;animal;0.957
S4-a- (2352).JPG;animal;0.974
S4-a- (2353).JPG;animal;0.00609
S4-a- (2353).JPG;animal;0.00647
S4-a- (2353).JPG;animal;0.0245
S4-a- (2353).JPG;animal;0.0332
S4-a- (2353).JPG;animal;0.664
S4-a- (2353).JPG;animal;0.908
S4-a- (2353).JPG;animal;0.97
S4-a- (2354).JPG;animal;0.0281
S4-a- (2354).JPG;animal;0.591
S4-a- (2354).JPG;animal;0.91
S4-a- (2354).JPG;animal;0.971
S4-a- (2355).JPG;animal;0.00884
S4-a- (2355).JPG;animal;0.0125
S4-a- (2355).JPG;animal;0.0132
S4-a- (2355).JPG;animal;0.0157
S4-a- (2355).JPG;animal;0.602
S4-a- (2355).JPG;animal;0.886
S4-a- (2355).JPG;animal;0.971
S4-a- (2356).JPG;animal;0.00607
S4-a- (2356).JPG;animal;0.076
S4-a- (2356).JPG;animal;0.661
S4-a- (2356).JPG;animal;0.871
S4-a- (2356).JPG;animal;0.949
S4-a- (2357).JPG;animal;0.00519
S4-a- (2357).JPG;animal;0.0412
S4-a- (2357).JPG;animal;0.586
S4-a- (2357).JPG;animal;0.874
S4-a- (2357).JPG;animal;0.961
S4-a- (2358).JPG;animal;0.00508
S4-a- (2358).JPG;animal;0.00713
S4-a- (2358).JPG;animal;0.0218
S4-a- (2358).JPG;animal;0.0416
S4-a- (2358).JPG;animal;0.608
S4-a- (2358).JPG;animal;0.777
S4-a- (2358).JPG;animal;0.971
S4-a- (2359).JPG;animal;0.00538
S4-a- (2359).JPG;animal;0.00568
S4-a- (2359).JPG;animal;0.648
S4-a- (2359).JPG;animal;0.846
S4-a- (236).JPG;animal;0.00605
S4-a- (2360).JPG;animal;0.00573
S4-a- (2360).JPG;animal;0.00634
S4-a- (2360).JPG;animal;0.0121
S4-a- (2360).JPG;animal;0.664
S4-a- (2360).JPG;animal;0.862
S4-a- (2361).JPG;animal;0.00554
S4-a- (2361).JPG;animal;0.00828
S4-a- (2361).JPG;animal;0.0104
S4-a- (2361).JPG;animal;0.651
S4-a- (2361).JPG;animal;0.837
S4-a- (2362).JPG;animal;0.00715
S4-a- (2362).JPG;animal;0.0345
S4-a- (2362).JPG;animal;0.204
S4-a- (2362).JPG;animal;0.829
S4-a- (2363).JPG;animal;0.00548
S4-a- (2363).JPG;animal;0.00609
S4-a- (2363).JPG;animal;0.0153
S4-a- (2363).JPG;animal;0.0325
S4-a- (2363).JPG;animal;0.809
S4-a- (2364).JPG;animal;0.0322
