,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe,Rota,esta
588,Sauce,2020,S17,guanaco,2.0,S17 - (1222).JPG,2020-02-14,05:24,Muestreo ct sauce/CT S 2020/S17/S17 - (1222).JPG,True,False,True
589,Sauce,2020,S17,guanaco,2.0,S17 - (1296).JPG,2020-02-14,23:01,Muestreo ct sauce/CT S 2020/S17/S17 - (1296).JPG,True,False,True
590,Sauce,2020,S17,gaviota,1.0,S17 - (1359).JPG,2020-02-15,21:39,Muestreo ct sauce/CT S 2020/S17/S17 - (1359).JPG,True,False,True
591,Sauce,2020,S17,guanaco,6.0,S17 - (1361).JPG,2020-02-15,21:49,Muestreo ct sauce/CT S 2020/S17/S17 - (1361).JPG,True,False,True
592,Sauce,2020,S17,guanaco,2.0,S17 - (1367).JPG,2020-02-15,21:50,Muestreo ct sauce/CT S 2020/S17/S17 - (1367).JPG,True,False,True
593,Sauce,2020,S17,guanaco,6.0,S17 - (1389).JPG,2020-02-15,22:20,Muestreo ct sauce/CT S 2020/S17/S17 - (1389).JPG,True,False,True
594,Sauce,2020,S17,guanaco,4.0,S17 - (1496).JPG,2020-02-15,23:06,Muestreo ct sauce/CT S 2020/S17/S17 - (1496).JPG,True,False,True
595,Sauce,2020,S17,passeriforme,3.0,S17 - (1581).JPG,2020-02-16,01:53,Muestreo ct sauce/CT S 2020/S17/S17 - (1581).JPG,True,False,True
596,Sauce,2020,S17,choique,1.0,S17 - (1615).JPG,2020-02-16,02:21,Muestreo ct sauce/CT S 2020/S17/S17 - (1615).JPG,True,False,True
597,Sauce,2020,S17,guanaco,8.0,S17 - (1807).JPG,2020-02-17,23:24,Muestreo ct sauce/CT S 2020/S17/S17 - (1807).JPG,True,False,True
598,Sauce,2020,S17,passeriforme,1.0,S17 - (1811).JPG,2020-02-17,23:29,Muestreo ct sauce/CT S 2020/S17/S17 - (1811).JPG,True,False,True
599,Sauce,2020,S17,guanaco,1.0,S17 - (1815).JPG,2020-02-17,23:29,Muestreo ct sauce/CT S 2020/S17/S17 - (1815).JPG,True,False,True
600,Sauce,2020,S17,choique,1.0,S17 - (1876).JPG,2020-02-18,01:40,Muestreo ct sauce/CT S 2020/S17/S17 - (1876).JPG,True,False,True
601,Sauce,2020,S17,passeriforme,1.0,S17 - (1932).JPG,2020-02-18,02:03,Muestreo ct sauce/CT S 2020/S17/S17 - (1932).JPG,True,False,True
602,Sauce,2020,S17,zorro gris,1.0,S17 - (1956).JPG,2020-02-18,02:38,Muestreo ct sauce/CT S 2020/S17/S17 - (1956).JPG,True,False,True
603,Sauce,2020,S17,guanaco,2.0,S17 - (1985).JPG,2020-02-18,02:41,Muestreo ct sauce/CT S 2020/S17/S17 - (1985).JPG,True,False,True
604,Sauce,2020,S17,choique,1.0,S17 - (2136).JPG,2020-02-18,05:52,Muestreo ct sauce/CT S 2020/S17/S17 - (2136).JPG,True,False,True
605,Sauce,2020,S17,guanaco,9.0,S17 - (2214).JPG,2020-02-19,00:51,Muestreo ct sauce/CT S 2020/S17/S17 - (2214).JPG,True,False,True
606,Sauce,2020,S17,guanaco,2.0,S17 - (2234).JPG,2020-02-19,00:53,Muestreo ct sauce/CT S 2020/S17/S17 - (2234).JPG,True,False,True
607,Sauce,2020,S17,guanaco,1.0,S17 - (2236).JPG,2020-02-19,00:53,Muestreo ct sauce/CT S 2020/S17/S17 - (2236).JPG,True,False,True
608,Sauce,2020,S17,liebre,1.0,IMG_0002.JPG,2020-02-19,15:31,Muestreo ct sauce/CT S 2020/S17/IMG_0002.JPG,True,False,True
609,Sauce,2020,S17,choique,1.0,IMG_0041.JPG,2020-02-19,23:56,Muestreo ct sauce/CT S 2020/S17/IMG_0041.JPG,True,False,True
610,Sauce,2020,S17,guanaco,3.0,IMG_0106.JPG,2020-02-20,01:35,Muestreo ct sauce/CT S 2020/S17/IMG_0106.JPG,True,False,True
611,Sauce,2020,S17,guanaco,1.0,IMG_0116.JPG,2020-02-20,02:36,Muestreo ct sauce/CT S 2020/S17/IMG_0116.JPG,True,False,True
612,Sauce,2020,S17,guanaco,2.0,IMG_0126.JPG,2020-02-20,02:38,Muestreo ct sauce/CT S 2020/S17/IMG_0126.JPG,True,False,True
613,Sauce,2020,S17,gaviota,1.0,IMG_0224.JPG,2020-02-20,08:44,Muestreo ct sauce/CT S 2020/S17/IMG_0224.JPG,True,False,True
614,Sauce,2020,S17,liebre,2.0,IMG_0227.JPG,2020-02-20,08:54,Muestreo ct sauce/CT S 2020/S17/IMG_0227.JPG,True,False,True
615,Sauce,2020,S17,liebre,1.0,IMG_0234.JPG,2020-02-20,09:00,Muestreo ct sauce/CT S 2020/S17/IMG_0234.JPG,True,False,True
616,Sauce,2020,S17,liebre,1.0,IMG_0236.JPG,2020-02-20,09:00,Muestreo ct sauce/CT S 2020/S17/IMG_0236.JPG,True,False,True
617,Sauce,2020,S17,liebre,1.0,IMG_0245.JPG,2020-02-20,09:04,,False,False,False
618,Sauce,2020,S17,liebre,1.0,IMG_0246.JPG,2020-02-20,14:29,Muestreo ct sauce/CT S 2020/S17/IMG_0246.JPG,True,False,True
619,Sauce,2020,S17,guanaco,1.0,IMG_0271.JPG,2020-02-21,05:30,Muestreo ct sauce/CT S 2020/S17/IMG_0271.JPG,True,False,True
620,Sauce,2020,S17,guanaco,1.0,IMG_0281.JPG,2020-02-21,05:33,Muestreo ct sauce/CT S 2020/S17/IMG_0281.JPG,True,False,True
621,Sauce,2020,S17,liebre,1.0,IMG_0294.JPG,2020-02-21,17:20,Muestreo ct sauce/CT S 2020/S17/IMG_0294.JPG,True,False,True
622,Sauce,2020,S17,guanaco,3.0,IMG_0301.JPG,2020-02-21,19:23,Muestreo ct sauce/CT S 2020/S17/IMG_0301.JPG,True,False,True
623,Sauce,2020,S17,passeriforme,1.0,IMG_0317.JPG,2020-02-21,19:59,Muestreo ct sauce/CT S 2020/S17/IMG_0317.JPG,True,False,True
624,Sauce,2020,S17,guanaco,3.0,IMG_0321.JPG,2020-02-21,19:59,Muestreo ct sauce/CT S 2020/S17/IMG_0321.JPG,True,False,True
625,Sauce,2020,S17,mara,2.0,IMG_0411.JPG,2020-02-21,21:09,Muestreo ct sauce/CT S 2020/S17/IMG_0411.JPG,True,False,True
626,Sauce,2020,S17,passeriforme,9.0,IMG_0441.JPG,2020-02-21,21:44,Muestreo ct sauce/CT S 2020/S17/IMG_0441.JPG,True,False,True
627,Sauce,2020,S17,guanaco,1.0,IMG_0740.JPG,2020-02-21,23:06,Muestreo ct sauce/CT S 2020/S17/IMG_0740.JPG,True,False,True
628,Sauce,2020,S17,guanaco,1.0,IMG_0769.JPG,2020-02-21,23:11,Muestreo ct sauce/CT S 2020/S17/IMG_0769.JPG,True,False,True
629,Sauce,2020,S17,guanaco,2.0,IMG_0991.JPG,2020-02-21,23:38,Muestreo ct sauce/CT S 2020/S17/IMG_0991.JPG,True,False,True
630,Sauce,2020,S17,guanaco,1.0,IMG_1247.JPG,2020-02-22,00:02,Muestreo ct sauce/CT S 2020/S17/IMG_1247.JPG,True,False,True
631,Sauce,2020,S17,guanaco,2.0,IMG_1258.JPG,2020-02-22,00:02,Muestreo ct sauce/CT S 2020/S17/IMG_1258.JPG,True,False,True
632,Sauce,2020,S17,guanaco,2.0,IMG_1263.JPG,2020-02-22,00:03,Muestreo ct sauce/CT S 2020/S17/IMG_1263.JPG,True,False,True
633,Sauce,2020,S17,zorro gris,1.0,IMG_1960.JPG,2020-02-22,00:48,Muestreo ct sauce/CT S 2020/S17/IMG_1960.JPG,True,False,True
634,Sauce,2020,S17,peludo,1.0,IMG_2492.JPG,2020-02-22,01:32,,False,False,False
635,Sauce,2020,S17,zorro gris,1.0,IMG_3211.JPG,2020-02-22,02:51,Muestreo ct sauce/CT S 2020/S17/IMG_3211.JPG,True,False,True
636,Sauce,2020,S17,guanaco,3.0,IMG_3313.JPG,2020-02-22,05:46,Muestreo ct sauce/CT S 2020/S17/IMG_3313.JPG,True,False,True
637,Sauce,2020,S17,passeriforme,3.0,IMG_3314.JPG,2020-02-22,05:46,Muestreo ct sauce/CT S 2020/S17/IMG_3314.JPG,True,False,True
638,Sauce,2020,S17,choique,1.0,IMG_3316.JPG,2020-02-22,05:50,Muestreo ct sauce/CT S 2020/S17/IMG_3316.JPG,True,False,True
639,Sauce,2020,S17,guanaco,2.0,IMG_3317.JPG,2020-02-22,05:50,Muestreo ct sauce/CT S 2020/S17/IMG_3317.JPG,True,False,True
640,Sauce,2020,S17,liebre,2.0,IMG_3357.JPG,2020-02-22,08:48,Muestreo ct sauce/CT S 2020/S17/IMG_3357.JPG,True,False,True
641,Sauce,2020,S17,liebre,1.0,IMG_3362.JPG,2020-02-22,09:06,Muestreo ct sauce/CT S 2020/S17/IMG_3362.JPG,True,False,True
642,Sauce,2020,S17,choique,3.0,IMG_3761.JPG,2020-02-23,01:19,Muestreo ct sauce/CT S 2020/S17/IMG_3761.JPG,True,False,True
643,Sauce,2020,S17,choique,1.0,IMG_3774.JPG,2020-02-23,01:22,Muestreo ct sauce/CT S 2020/S17/IMG_3774.JPG,True,False,True
644,Sauce,2020,S17,passeriforme,10.0,IMG_3870.JPG,2020-02-23,19:32,Muestreo ct sauce/CT S 2020/S17/IMG_3870.JPG,True,False,True
645,Sauce,2020,S17,guanaco,2.0,IMG_3889.JPG,2020-02-23,20:39,Muestreo ct sauce/CT S 2020/S17/IMG_3889.JPG,True,False,True
646,Sauce,2020,S17,guanaco,1.0,IMG_3897.JPG,2020-02-23,21:23,Muestreo ct sauce/CT S 2020/S17/IMG_3897.JPG,True,False,True
647,Sauce,2020,S17,guanaco,1.0,IMG_3901.JPG,2020-02-23,21:25,Muestreo ct sauce/CT S 2020/S17/IMG_3901.JPG,True,False,True
648,Sauce,2020,S17,guanaco,1.0,IMG_3911.JPG,2020-02-23,21:25,Muestreo ct sauce/CT S 2020/S17/IMG_3911.JPG,True,False,True
649,Sauce,2020,S17,mara,2.0,IMG_3951.JPG,2020-02-23,22:46,Muestreo ct sauce/CT S 2020/S17/IMG_3951.JPG,True,False,True
650,Sauce,2020,S17,guanaco,1.0,IMG_3976.JPG,2020-02-23,23:16,Muestreo ct sauce/CT S 2020/S17/IMG_3976.JPG,True,False,True
651,Sauce,2020,S17,guanaco,2.0,IMG_3996.JPG,2020-02-23,23:29,Muestreo ct sauce/CT S 2020/S17/IMG_3996.JPG,True,False,True
652,Sauce,2020,S17,guanaco,1.0,IMG_4015.JPG,2020-02-23,23:37,Muestreo ct sauce/CT S 2020/S17/IMG_4015.JPG,True,False,True
653,Sauce,2020,S17,guanaco,3.0,IMG_4184.JPG,2020-02-24,00:23,Muestreo ct sauce/CT S 2020/S17/IMG_4184.JPG,True,False,True
654,Sauce,2020,S17,choique,1.0,IMG_4636.JPG,2020-02-24,23:25,Muestreo ct sauce/CT S 2020/S17/IMG_4636.JPG,True,False,True
655,Sauce,2020,S17,passeriforme,3.0,IMG_4637.JPG,2020-02-24,23:26,,False,False,False
656,Sauce,2020,S17,guanaco,6.0,IMG_4656.JPG,2020-02-25,02:08,Muestreo ct sauce/CT S 2020/S17/IMG_4656.JPG,True,False,True
657,Sauce,2020,S17,guanaco,2.0,IMG_4706.JPG,2020-02-25,04:21,Muestreo ct sauce/CT S 2020/S17/IMG_4706.JPG,True,False,True
658,Sauce,2020,S17,passeriforme,2.0,IMG_4711.JPG,2020-02-25,04:26,Muestreo ct sauce/CT S 2020/S17/IMG_4711.JPG,True,False,True
659,Sauce,2020,S17,liebre,1.0,IMG_4731.JPG,2020-02-25,18:07,Muestreo ct sauce/CT S 2020/S17/IMG_4731.JPG,True,False,True
660,Sauce,2020,S17,passeriforme,2.0,IMG_4840.JPG,2020-02-25,23:30,Muestreo ct sauce/CT S 2020/S17/IMG_4840.JPG,True,False,True
661,Sauce,2020,S17,choique,1.0,IMG_4845.JPG,2020-02-25,23:30,Muestreo ct sauce/CT S 2020/S17/IMG_4845.JPG,True,False,True
662,Sauce,2020,S17,guanaco,1.0,IMG_4889.JPG,2020-02-25,23:33,Muestreo ct sauce/CT S 2020/S17/IMG_4889.JPG,True,False,True
663,Sauce,2020,S17,choique,2.0,IMG_4959.JPG,2020-02-26,00:41,Muestreo ct sauce/CT S 2020/S17/IMG_4959.JPG,True,False,True
664,Sauce,2020,S17,choique,2.0,IMG_5002.JPG,2020-02-26,00:47,Muestreo ct sauce/CT S 2020/S17/IMG_5002.JPG,True,False,True
665,Sauce,2020,S17,guanaco,5.0,IMG_5090.JPG,2020-02-26,02:33,Muestreo ct sauce/CT S 2020/S17/IMG_5090.JPG,True,False,True
666,Sauce,2020,S17,guanaco,4.0,IMG_5111.JPG,2020-02-26,03:49,Muestreo ct sauce/CT S 2020/S17/IMG_5111.JPG,True,False,True
667,Sauce,2020,S17,guanaco,5.0,IMG_5116.JPG,2020-02-26,03:51,Muestreo ct sauce/CT S 2020/S17/IMG_5116.JPG,True,False,True
668,Sauce,2020,S17,passeriforme,1.0,IMG_5135.JPG,2020-02-26,03:56,Muestreo ct sauce/CT S 2020/S17/IMG_5135.JPG,True,False,True
669,Sauce,2020,S17,liebre,1.0,IMG_5294.JPG,2020-02-26,12:57,Muestreo ct sauce/CT S 2020/S17/IMG_5294.JPG,True,False,True
670,Sauce,2020,S17,peludo,1.0,IMG_5381.JPG,2020-02-26,23:28,Muestreo ct sauce/CT S 2020/S17/IMG_5381.JPG,True,False,True
671,Sauce,2020,S17,guanaco,8.0,IMG_5492.JPG,2020-02-27,03:02,Muestreo ct sauce/CT S 2020/S17/IMG_5492.JPG,True,False,True
672,Sauce,2020,S17,choique,1.0,IMG_5492.JPG,2020-02-27,03:02,Muestreo ct sauce/CT S 2020/S17/IMG_5492.JPG,True,False,True
673,Sauce,2020,S17,choique,1.0,IMG_5523.JPG,2020-02-27,03:05,Muestreo ct sauce/CT S 2020/S17/IMG_5523.JPG,True,False,True
674,Sauce,2020,S17,passeriforme,1.0,IMG_5606.JPG,2020-02-27,03:38,Muestreo ct sauce/CT S 2020/S17/IMG_5606.JPG,True,False,True
675,Sauce,2020,S17,passeriforme,2.0,IMG_5646.JPG,2020-02-27,04:47,Muestreo ct sauce/CT S 2020/S17/IMG_5646.JPG,True,False,True
676,Sauce,2020,S17,zorro gris,1.0,IMG_5647.JPG,2020-02-27,04:47,Muestreo ct sauce/CT S 2020/S17/IMG_5647.JPG,True,False,True
677,Sauce,2020,S17,mara,2.0,IMG_5731.JPG,2020-02-27,06:52,Muestreo ct sauce/CT S 2020/S17/IMG_5731.JPG,True,False,True
678,Sauce,2020,S17,passeriforme,8.0,IMG_5766.JPG,2020-02-27,22:36,Muestreo ct sauce/CT S 2020/S17/IMG_5766.JPG,True,False,True
679,Sauce,2020,S17,choique,2.0,IMG_5767.JPG,2020-02-27,22:36,Muestreo ct sauce/CT S 2020/S17/IMG_5767.JPG,True,False,True
680,Sauce,2020,S17,zorro gris,1.0,IMG_5830.JPG,2020-02-28,00:52,Muestreo ct sauce/CT S 2020/S17/IMG_5830.JPG,True,False,True
681,Sauce,2020,S17,zorro gris,1.0,IMG_6112.JPG,2020-02-28,03:03,Muestreo ct sauce/CT S 2020/S17/IMG_6112.JPG,True,False,True
682,Sauce,2020,S17,guanaco,2.0,IMG_6121.JPG,2020-02-28,03:06,Muestreo ct sauce/CT S 2020/S17/IMG_6121.JPG,True,False,True
683,Sauce,2020,S17,guanaco,2.0,IMG_6142.JPG,2020-02-28,03:12,Muestreo ct sauce/CT S 2020/S17/IMG_6142.JPG,True,False,True
684,Sauce,2020,S17,guanaco,5.0,IMG_6162.JPG,2020-02-28,04:55,Muestreo ct sauce/CT S 2020/S17/IMG_6162.JPG,True,False,True
685,Sauce,2020,S17,liebre,1.0,z-S17 (60).JPG,2020-02-28,08:26,Muestreo ct sauce/CT S 2020/S17/z-S17 (60).JPG,True,False,True
686,Sauce,2020,S17,liebre,1.0,z-S17 (76).JPG,2020-02-28,09:46,Muestreo ct sauce/CT S 2020/S17/z-S17 (76).JPG,True,False,True
687,Sauce,2020,S17,passeriforme,1.0,z-S17 (86).JPG,2020-02-28,10:21,,False,False,False
688,Sauce,2020,S17,choique,1.0,z-S17 (201).JPG,2020-02-28,23:17,Muestreo ct sauce/CT S 2020/S17/z-S17 (201).JPG,True,False,True
689,Sauce,2020,S17,mara,2.0,z-S17 (226).JPG,2020-02-29,00:43,Muestreo ct sauce/CT S 2020/S17/z-S17 (226).JPG,True,False,True
690,Sauce,2020,S17,passeriforme,12.0,z-S17 (253).JPG,2020-02-29,01:36,Muestreo ct sauce/CT S 2020/S17/z-S17 (253).JPG,True,False,True
691,Sauce,2020,S17,choique,1.0,z-S17 (269).JPG,2020-02-29,01:54,Muestreo ct sauce/CT S 2020/S17/z-S17 (269).JPG,True,False,True
692,Sauce,2020,S17,choique,1.0,z-S17 (271).JPG,2020-02-29,02:00,Muestreo ct sauce/CT S 2020/S17/z-S17 (271).JPG,True,False,True
693,Sauce,2020,S17,zorro gris,1.0,z-S17 (311).JPG,2020-02-29,03:20,Muestreo ct sauce/CT S 2020/S17/z-S17 (311).JPG,True,False,True
694,Sauce,2020,S17,guanaco,3.0,z-S17 (316).JPG,2020-02-29,03:33,Muestreo ct sauce/CT S 2020/S17/z-S17 (316).JPG,True,False,True
695,Sauce,2020,S17,guanaco,1.0,z-S17 (321).JPG,2020-02-29,03:35,Muestreo ct sauce/CT S 2020/S17/z-S17 (321).JPG,True,False,True
696,Sauce,2020,S17,guanaco,2.0,z-S17 (324).JPG,2020-02-29,03:35,Muestreo ct sauce/CT S 2020/S17/z-S17 (324).JPG,True,False,True
697,Sauce,2020,S17,guanaco,2.0,z-S17 (369).JPG,2020-02-29,04:51,Muestreo ct sauce/CT S 2020/S17/z-S17 (369).JPG,True,False,True
698,Sauce,2020,S17,guanaco,1.0,z-S17 (379).JPG,2020-02-29,04:52,Muestreo ct sauce/CT S 2020/S17/z-S17 (379).JPG,True,False,True
699,Sauce,2020,S17,choique,3.0,z-S17 (940).JPG,2020-02-29,06:06,Muestreo ct sauce/CT S 2020/S17/z-S17 (940).JPG,True,False,True
700,Sauce,2020,S17,liebre,1.0,z-S17 (1036).JPG,2020-02-29,08:57,Muestreo ct sauce/CT S 2020/S17/z-S17 (1036).JPG,True,False,True
701,Sauce,2020,S17,liebre,1.0,z-S17 (1066).JPG,2020-02-29,12:37,Muestreo ct sauce/CT S 2020/S17/z-S17 (1066).JPG,True,False,True
702,Sauce,2020,S17,guanaco,1.0,z-S17 (1294).JPG,2020-02-29,22:51,Muestreo ct sauce/CT S 2020/S17/z-S17 (1294).JPG,True,False,True
703,Sauce,2020,S17,guanaco,1.0,z-S17 (1565).JPG,2020-02-29,23:54,Muestreo ct sauce/CT S 2020/S17/z-S17 (1565).JPG,True,False,True
704,Sauce,2020,S17,guanaco,3.0,z-S17 (1566).JPG,2020-02-29,23:54,Muestreo ct sauce/CT S 2020/S17/z-S17 (1566).JPG,True,False,True
705,Sauce,2020,S17,guanaco,3.0,z-S17 (1590).JPG,2020-02-29,23:58,Muestreo ct sauce/CT S 2020/S17/z-S17 (1590).JPG,True,False,True
706,Sauce,2020,S17,guanaco,2.0,z-S17 (1594).JPG,2020-02-29,23:58,Muestreo ct sauce/CT S 2020/S17/z-S17 (1594).JPG,True,False,True
707,Sauce,2020,S17,guanaco,1.0,z-S17 (1595).JPG,2020-02-29,23:59,Muestreo ct sauce/CT S 2020/S17/z-S17 (1595).JPG,True,False,True
708,Sauce,2020,S17,guanaco,2.0,z-S17 (1632).JPG,2020-03-01,00:02,Muestreo ct sauce/CT S 2020/S17/z-S17 (1632).JPG,True,False,True
709,Sauce,2020,S17,passeriforme,5.0,z-S17 (2792).JPG,2020-03-01,02:23,Muestreo ct sauce/CT S 2020/S17/z-S17 (2792).JPG,True,False,True
711,Sauce,2020,S17,guanaco,11.0,z-S17 (2849).JPG,2020-03-01,02:25,Muestreo ct sauce/CT S 2020/S17/z-S17 (2849).JPG,True,False,True
712,Sauce,2020,S17,guanaco,2.0,z-S17 (2852).JPG,2020-03-01,02:25,Muestreo ct sauce/CT S 2020/S17/z-S17 (2852).JPG,True,False,True
713,Sauce,2020,S17,passeriforme,6.0,z-S17 (4467).JPG,2020-03-01,03:40,Muestreo ct sauce/CT S 2020/S17/z-S17 (4467).JPG,True,False,True
714,Sauce,2020,S17,guanaco,2.0,z-S17 (4584).JPG,2020-03-01,03:45,Muestreo ct sauce/CT S 2020/S17/z-S17 (4584).JPG,True,False,True
715,Sauce,2020,S18,passeriforme,1.0,IMG_0006.JPG,2020-02-06,01:18,Muestreo ct sauce/CT S 2020/S18/IMG_0006.JPG,True,False,True
716,Sauce,2020,S18,passeriforme,1.0,IMG_0016.JPG,2020-02-06,04:48,Muestreo ct sauce/CT S 2020/S18/IMG_0016.JPG,True,False,True
717,Sauce,2020,S18,guanaco,1.0,IMG_0019.JPG,2020-02-06,04:48,Muestreo ct sauce/CT S 2020/S18/IMG_0019.JPG,True,False,True
718,Sauce,2020,S18,passeriforme,1.0,IMG_0231.JPG,2020-02-09,00:00,Muestreo ct sauce/CT S 2020/S18/IMG_0231.JPG,True,False,True
719,Sauce,2020,S18,passeriforme,1.0,IMG_0326.JPG,2020-02-11,06:31,Muestreo ct sauce/CT S 2020/S18/IMG_0326.JPG,True,False,True
720,Sauce,2020,S18,guanaco,2.0,IMG_0441.JPG,2020-02-14,23:49,Muestreo ct sauce/CT S 2020/S18/IMG_0441.JPG,True,False,True
721,Sauce,2020,S18,passeriforme,1.0,IMG_0468.JPG,2020-02-16,20:16,Muestreo ct sauce/CT S 2020/S18/IMG_0468.JPG,True,False,True
722,Sauce,2020,S18,guanaco,3.0,IMG_0472.JPG,2020-02-16,23:28,Muestreo ct sauce/CT S 2020/S18/IMG_0472.JPG,True,False,True
723,Sauce,2020,S18,passeriforme,1.0,IMG_0491.JPG,2020-02-17,22:51,Muestreo ct sauce/CT S 2020/S18/IMG_0491.JPG,True,False,True
724,Sauce,2020,S18,guanaco,1.0,IMG_0506.JPG,2020-02-18,00:05,Muestreo ct sauce/CT S 2020/S18/IMG_0506.JPG,True,False,True
725,Sauce,2020,S18,guanaco,2.0,IMG_0550.JPG,2020-02-18,04:54,Muestreo ct sauce/CT S 2020/S18/IMG_0550.JPG,True,False,True
726,Sauce,2020,S18,guanaco,1.0,IMG_0593.JPG,2020-02-18,04:56,Muestreo ct sauce/CT S 2020/S18/IMG_0593.JPG,True,False,True
727,Sauce,2020,S18,guanaco,1.0,IMG_0640.JPG,2020-02-20,02:49,Muestreo ct sauce/CT S 2020/S18/IMG_0640.JPG,True,False,True
728,Sauce,2020,S18,guanaco,1.0,IMG_0713.JPG,2020-02-20,03:24,Muestreo ct sauce/CT S 2020/S18/IMG_0713.JPG,True,False,True
729,Sauce,2020,S18,choique,2.0,z-S18 (1).JPG,2020-02-21,19:52,Muestreo ct sauce/CT S 2020/S18/z-S18 (1).JPG,True,False,True
730,Sauce,2020,S18,choique,1.0,z-S18 (4).JPG,2020-02-21,19:52,Muestreo ct sauce/CT S 2020/S18/z-S18 (4).JPG,True,False,True
731,Sauce,2020,S18,passeriforme,1.0,z-S18 (36).JPG,2020-02-21,20:24,Muestreo ct sauce/CT S 2020/S18/z-S18 (36).JPG,True,False,True
732,Sauce,2020,S18,guanaco,1.0,z-S18 (41).JPG,2020-02-21,21:32,Muestreo ct sauce/CT S 2020/S18/z-S18 (41).JPG,True,False,True
733,Sauce,2020,S18,passeriforme,1.0,z-S18 (236).JPG,2020-02-22,21:19,Muestreo ct sauce/CT S 2020/S18/z-S18 (236).JPG,True,False,True
734,Sauce,2020,S18,choique,1.0,z-S18 (241).JPG,2020-02-22,21:30,Muestreo ct sauce/CT S 2020/S18/z-S18 (241).JPG,True,False,True
735,Sauce,2020,S18,choique,1.0,z-S18 (260).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (260).JPG,True,False,True
736,Sauce,2020,S18,choique,1.0,z-S18 (264).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (264).JPG,True,False,True
737,Sauce,2020,S18,choique,1.0,z-S18 (269).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (269).JPG,True,False,True
738,Sauce,2020,S18,passeriforme,1.0,z-S18 (411).JPG,2020-02-23,23:36,Muestreo ct sauce/CT S 2020/S18/z-S18 (411).JPG,True,False,True
739,Sauce,2020,S18,gato montes,1.0,z-S18 (536).JPG,2020-02-24,09:03,Muestreo ct sauce/CT S 2020/S18/z-S18 (536).JPG,True,False,True
740,Sauce,2020,S18,passeriforme,1.0,z-S18 (545).JPG,2020-02-25,07:07,Muestreo ct sauce/CT S 2020/S18/z-S18 (545).JPG,True,False,True
741,Sauce,2020,S18,passeriforme,1.0,z-S18 (673).JPG,2020-02-26,05:55,Muestreo ct sauce/CT S 2020/S18/z-S18 (673).JPG,True,False,True
742,Sauce,2020,S18,guanaco,1.0,z-S18 (746).JPG,2020-02-28,23:32,Muestreo ct sauce/CT S 2020/S18/z-S18 (746).JPG,True,False,True
743,Sauce,2020,S18,choique,1.0,z-S18 (756).JPG,2020-02-29,04:21,Muestreo ct sauce/CT S 2020/S18/z-S18 (756).JPG,True,False,True
744,Sauce,2020,S18,choique,1.0,z-S18 (777).JPG,2020-02-29,04:23,Muestreo ct sauce/CT S 2020/S18/z-S18 (777).JPG,True,False,True
745,Sauce,2020,S18,guanaco,1.0,z-S18 (996).JPG,2020-02-29,21:40,Muestreo ct sauce/CT S 2020/S18/z-S18 (996).JPG,True,False,True
746,Sauce,2020,S18,guanaco,1.0,z-S18 (1007).JPG,2020-02-29,21:41,Muestreo ct sauce/CT S 2020/S18/z-S18 (1007).JPG,True,False,True
747,Sauce,2020,S18,guanaco,1.0,z-S18 (1018).JPG,2020-02-29,21:42,Muestreo ct sauce/CT S 2020/S18/z-S18 (1018).JPG,True,False,True
748,Sauce,2020,S18,guanaco,1.0,z-S18 (1082).JPG,2020-02-29,22:00,Muestreo ct sauce/CT S 2020/S18/z-S18 (1082).JPG,True,False,True
749,Sauce,2020,S18,guanaco,1.0,z-S18 (1091).JPG,2020-02-29,22:02,Muestreo ct sauce/CT S 2020/S18/z-S18 (1091).JPG,True,False,True
750,Sauce,2020,S18,passeriforme,1.0,z-S18 (1096).JPG,2020-03-01,01:06,Muestreo ct sauce/CT S 2020/S18/z-S18 (1096).JPG,True,False,True
751,Sauce,2020,S18,guanaco,3.0,z-S18 (1726).JPG,2020-03-08,04:54,Muestreo ct sauce/CT S 2020/S18/z-S18 (1726).JPG,True,False,True
752,Sauce,2020,S18,guanaco,1.0,z-S18 (1731).JPG,2020-03-08,04:55,Muestreo ct sauce/CT S 2020/S18/z-S18 (1731).JPG,True,False,True
753,Sauce,2020,S18,guanaco,1.0,z-S18 (1764).JPG,2020-03-08,06:16,Muestreo ct sauce/CT S 2020/S18/z-S18 (1764).JPG,True,False,True
754,Sauce,2020,S19,guanaco,1.0,IMG_0055.JPG,2017-01-03,22:46,Muestreo ct sauce/CT S 2020/S19/IMG_0055.JPG,True,False,True
755,Sauce,2020,S19,guanaco,1.0,IMG_0226.JPG,2017-01-05,00:04,Muestreo ct sauce/CT S 2020/S19/IMG_0226.JPG,True,False,True
756,Sauce,2020,S19,guanaco,1.0,IMG_0236.JPG,2017-01-05,00:07,Muestreo ct sauce/CT S 2020/S19/IMG_0236.JPG,True,False,True
757,Sauce,2020,S19,guanaco,1.0,IMG_0244.JPG,2017-01-05,00:07,Muestreo ct sauce/CT S 2020/S19/IMG_0244.JPG,True,False,True
