,Unnamed: 0,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe_x,Rota_x,esta_x,existe_y,Rota_y,esta_y,file,animal_count,error
338,338,Sauce,2020,S8,peludo,1.0,S8 - (67).JPG,2020-03-07,14:10,Muestreo ct sauce/CT S 2020/S8/S8 - (67).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S8/S8 - (67).JPG,1.0,
339,339,Sauce,2020,S8,passeriforme,1.0,S8 - (177).JPG,2020-03-09,22:18,Muestreo ct sauce/CT S 2020/S8/S8 - (177).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S8/S8 - (177).JPG,1.0,
340,340,Sauce,2020,S8,guanaco,1.0,S8 - (502).JPG,2020-03-11,04:34,Muestreo ct sauce/CT S 2020/S8/S8 - (502).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S8/S8 - (502).JPG,1.0,
341,341,Sauce,2020,S8,choique,1.0,IMG_6279.JPG,2020-03-25,06:57,Muestreo ct sauce/CT S 2020/S8/IMG_6279.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S8/IMG_6279.JPG,1.0,
342,342,Sauce,2020,S9,liebre,1.0,IMG_0416.JPG,2020-02-23,08:40,Muestreo ct sauce/CT S 2020/S9/IMG_0416.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S9/IMG_0416.JPG,1.0,
343,343,Sauce,2020,S9,zorro gris,1.0,s9b (1).JPG,2020-03-06,12:27,Muestreo ct sauce/CT S 2020/S9/s9b (1).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S9/s9b (1).JPG,1.0,
344,344,Sauce,2020,S10,zorro gris,1.0,S 10 - (28).JPG,2020-02-05,10:44,Muestreo ct sauce/CT S 2020/S10/S 10 - (28).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/S 10 - (28).JPG,1.0,
345,345,Sauce,2020,S10,zorro gris,1.0,S 10 - (32).JPG,2020-02-06,11:09,Muestreo ct sauce/CT S 2020/S10/S 10 - (32).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/S 10 - (32).JPG,1.0,
346,346,Sauce,2020,S10,liebre,1.0,S 10 - (48).JPG,2020-02-08,12:51,Muestreo ct sauce/CT S 2020/S10/S 10 - (48).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/S 10 - (48).JPG,1.0,
347,347,Sauce,2020,S10,zorro gris,1.0,IMG_0026.JPG,2020-02-13,09:20,Muestreo ct sauce/CT S 2020/S10/IMG_0026.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0026.JPG,1.0,
348,348,Sauce,2020,S10,zorro gris,1.0,IMG_0083.JPG,2020-02-18,10:33,Muestreo ct sauce/CT S 2020/S10/IMG_0083.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0083.JPG,1.0,
349,349,Sauce,2020,S10,liebre,1.0,IMG_0132.JPG,2020-02-22,17:07,Muestreo ct sauce/CT S 2020/S10/IMG_0132.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0132.JPG,1.0,
350,350,Sauce,2020,S10,peludo,1.0,IMG_0251.JPG,2020-02-25,09:33,Muestreo ct sauce/CT S 2020/S10/IMG_0251.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0251.JPG,1.0,
351,351,Sauce,2020,S10,liebre,1.0,IMG_0256.JPG,2020-02-25,15:04,Muestreo ct sauce/CT S 2020/S10/IMG_0256.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0256.JPG,1.0,
352,352,Sauce,2020,S10,liebre,1.0,IMG_0481.JPG,2020-02-27,14:43,Muestreo ct sauce/CT S 2020/S10/IMG_0481.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0481.JPG,1.0,
353,353,Sauce,2020,S10,zorro gris,1.0,IMG_0491.JPG,2020-02-28,12:26,Muestreo ct sauce/CT S 2020/S10/IMG_0491.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0491.JPG,1.0,
354,354,Sauce,2020,S10,guanaco,1.0,IMG_0503.JPG,2020-02-28,18:02,Muestreo ct sauce/CT S 2020/S10/IMG_0503.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/IMG_0503.JPG,1.0,
355,355,Sauce,2020,S10,peludo,1.0,IMG_0514.JPG,2020-02-29,06:24,Muestreo ct sauce/CT S 2020/S10/IMG_0514.JPG,True,False,True,True,False,True,,0.0,humano
356,356,Sauce,2020,S10,liebre,1.0,z-S10 (3).JPG,2020-03-02,09:13,Muestreo ct sauce/CT S 2020/S10/z-S10 (3).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S10/z-S10 (3).JPG,1.0,
357,357,Sauce,2020,S11,guanaco,3.0,S11- (71).JPG,2020-02-05,22:03,Muestreo ct sauce/CT S 2020/S11/S11- (71).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (71).JPG,3.0,
358,358,Sauce,2020,S11,guanaco,3.0,S11- (76).JPG,2020-02-07,00:37,Muestreo ct sauce/CT S 2020/S11/S11- (76).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (76).JPG,3.0,
359,359,Sauce,2020,S11,guanaco,1.0,S11- (78).JPG,2020-02-07,00:38,Muestreo ct sauce/CT S 2020/S11/S11- (78).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (78).JPG,3.0,
360,360,Sauce,2020,S11,guanaco,1.0,S11- (89).JPG,2020-02-07,00:38,Muestreo ct sauce/CT S 2020/S11/S11- (89).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (89).JPG,5.0,
361,361,Sauce,2020,S11,guanaco,1.0,S11- (90).JPG,2020-02-07,00:38,Muestreo ct sauce/CT S 2020/S11/S11- (90).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (90).JPG,5.0,
362,362,Sauce,2020,S11,guanaco,1.0,S11- (101).JPG,2020-02-07,00:39,Muestreo ct sauce/CT S 2020/S11/S11- (101).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (101).JPG,7.0,
363,363,Sauce,2020,S11,liebre,1.0,S11- (115).JPG,2020-02-08,09:46,Muestreo ct sauce/CT S 2020/S11/S11- (115).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (115).JPG,1.0,
364,364,Sauce,2020,S11,guanaco,1.0,S11- (177).JPG,2020-02-10,07:56,Muestreo ct sauce/CT S 2020/S11/S11- (177).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/S11- (177).JPG,1.0,
365,365,Sauce,2020,S11,mara,1.0,IMG_0116.JPG,2020-02-15,21:46,Muestreo ct sauce/CT S 2020/S11/IMG_0116.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/IMG_0116.JPG,1.0,
366,366,Sauce,2020,S11,mara,1.0,IMG_0117.JPG,2020-02-15,21:46,Muestreo ct sauce/CT S 2020/S11/IMG_0117.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/IMG_0117.JPG,2.0,
367,367,Sauce,2020,S11,mara,1.0,IMG_0120.JPG,2020-02-15,21:46,Muestreo ct sauce/CT S 2020/S11/IMG_0120.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/IMG_0120.JPG,3.0,
368,368,Sauce,2020,S11,guanaco,1.0,IMG_0196.JPG,2020-02-18,23:34,Muestreo ct sauce/CT S 2020/S11/IMG_0196.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/IMG_0196.JPG,1.0,
369,369,Sauce,2020,S11,liebre,1.0,IMG_0238.JPG,2020-02-22,18:14,Muestreo ct sauce/CT S 2020/S11/IMG_0238.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/IMG_0238.JPG,1.0,
370,370,Sauce,2020,S11,passeriforme,1.0,z-S11 (2).JPG,2020-02-28,21:06,Muestreo ct sauce/CT S 2020/S11/z-S11 (2).JPG,True,False,True,True,False,True,,0.0,detector
371,371,Sauce,2020,S11,guanaco,5.0,z-S11 (3).JPG,2020-02-29,02:00,Muestreo ct sauce/CT S 2020/S11/z-S11 (3).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/z-S11 (3).JPG,5.0,
372,372,Sauce,2020,S11,guanaco,1.0,z-S11 (7).JPG,2020-03-01,05:56,Muestreo ct sauce/CT S 2020/S11/z-S11 (7).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/z-S11 (7).JPG,1.0,
373,373,Sauce,2020,S11,guanaco,3.0,z-S11 (8).JPG,2020-03-04,06:46,Muestreo ct sauce/CT S 2020/S11/z-S11 (8).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/z-S11 (8).JPG,2.0,
374,374,Sauce,2020,S11,choique,1.0,z-S11 (14).JPG,2020-03-06,23:11,Muestreo ct sauce/CT S 2020/S11/z-S11 (14).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/z-S11 (14).JPG,1.0,
375,375,Sauce,2020,S11,choique,1.0,z-S11 (15).JPG,2020-03-06,23:11,Muestreo ct sauce/CT S 2020/S11/z-S11 (15).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S11/z-S11 (15).JPG,1.0,
376,376,Sauce,2020,S13,guanaco,1.0,S13 - (47).JPG,2020-03-11,07:33,Muestreo ct sauce/CT S 2020/S13/S13 - (47).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/S13 - (47).JPG,1.0,
377,377,Sauce,2020,S13,martineta,1.0,S13 - (71).JPG,2020-03-11,21:28,Muestreo ct sauce/CT S 2020/S13/S13 - (71).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/S13 - (71).JPG,1.0,
378,378,Sauce,2020,S13,guanaco,1.0,S13 - (75).JPG,2020-03-11,21:28,Muestreo ct sauce/CT S 2020/S13/S13 - (75).JPG,True,False,True,True,False,True,,0.0,humano
379,379,Sauce,2020,S13,guanaco,1.0,IMG_0005.JPG,2020-03-12,21:00,Muestreo ct sauce/CT S 2020/S13/IMG_0005.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0005.JPG,2.0,
380,380,Sauce,2020,S13,guanaco,1.0,IMG_0121.JPG,2020-03-14,03:11,Muestreo ct sauce/CT S 2020/S13/IMG_0121.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0121.JPG,2.0,
381,381,Sauce,2020,S13,guanaco,1.0,IMG_0126.JPG,2020-03-14,03:34,Muestreo ct sauce/CT S 2020/S13/IMG_0126.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0126.JPG,1.0,
382,382,Sauce,2020,S13,guanaco,1.0,IMG_0136.JPG,2020-03-14,03:56,Muestreo ct sauce/CT S 2020/S13/IMG_0136.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0136.JPG,1.0,
383,383,Sauce,2020,S13,guanaco,1.0,IMG_0141.JPG,2020-03-14,03:58,Muestreo ct sauce/CT S 2020/S13/IMG_0141.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0141.JPG,1.0,
384,384,Sauce,2020,S13,guanaco,1.0,IMG_0142.JPG,2020-03-14,03:58,Muestreo ct sauce/CT S 2020/S13/IMG_0142.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0142.JPG,1.0,
385,385,Sauce,2020,S13,guanaco,1.0,IMG_0146.JPG,2020-03-14,03:59,Muestreo ct sauce/CT S 2020/S13/IMG_0146.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0146.JPG,1.0,
386,386,Sauce,2020,S13,guanaco,2.0,IMG_0151.JPG,2020-03-14,04:01,Muestreo ct sauce/CT S 2020/S13/IMG_0151.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0151.JPG,2.0,
387,387,Sauce,2020,S13,guanaco,1.0,IMG_0157.JPG,2020-03-14,04:01,Muestreo ct sauce/CT S 2020/S13/IMG_0157.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0157.JPG,1.0,
388,388,Sauce,2020,S13,guanaco,1.0,IMG_0166.JPG,2020-03-14,04:03,Muestreo ct sauce/CT S 2020/S13/IMG_0166.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0166.JPG,1.0,
389,389,Sauce,2020,S13,peludo,1.0,IMG_0371.JPG,2020-03-20,04:42,Muestreo ct sauce/CT S 2020/S13/IMG_0371.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0371.JPG,1.0,
390,390,Sauce,2020,S13,guanaco,1.0,IMG_0376.JPG,2020-03-20,08:10,Muestreo ct sauce/CT S 2020/S13/IMG_0376.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0376.JPG,1.0,
391,391,Sauce,2020,S13,guanaco,1.0,IMG_0406.JPG,2020-03-21,22:26,Muestreo ct sauce/CT S 2020/S13/IMG_0406.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0406.JPG,1.0,
392,392,Sauce,2020,S13,guanaco,1.0,IMG_0411.JPG,2020-03-21,22:34,Muestreo ct sauce/CT S 2020/S13/IMG_0411.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0411.JPG,1.0,
393,393,Sauce,2020,S13,guanaco,1.0,IMG_0418.JPG,2020-03-21,22:35,Muestreo ct sauce/CT S 2020/S13/IMG_0418.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0418.JPG,1.0,
394,394,Sauce,2020,S13,tucuquere,1.0,IMG_0463.JPG,2020-03-23,15:23,Muestreo ct sauce/CT S 2020/S13/IMG_0463.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/IMG_0463.JPG,1.0,
395,395,Sauce,2020,S13,guanaco,1.0,z-S12 (2).JPG,2020-03-25,23:10,Muestreo ct sauce/CT S 2020/S13/z-S12 (2).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (2).JPG,1.0,
396,396,Sauce,2020,S13,guanaco,1.0,z-S12 (3).JPG,2020-03-25,23:10,Muestreo ct sauce/CT S 2020/S13/z-S12 (3).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (3).JPG,1.0,
397,397,Sauce,2020,S13,guanaco,1.0,z-S12 (4).JPG,2020-03-25,23:10,Muestreo ct sauce/CT S 2020/S13/z-S12 (4).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (4).JPG,1.0,
398,398,Sauce,2020,S13,guanaco,1.0,z-S12 (5).JPG,2020-03-25,23:11,Muestreo ct sauce/CT S 2020/S13/z-S12 (5).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (5).JPG,1.0,
399,399,Sauce,2020,S13,guanaco,1.0,z-S12 (6).JPG,2020-03-25,23:11,Muestreo ct sauce/CT S 2020/S13/z-S12 (6).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (6).JPG,1.0,
400,400,Sauce,2020,S13,guanaco,2.0,z-S12 (8).JPG,2020-03-26,23:09,Muestreo ct sauce/CT S 2020/S13/z-S12 (8).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (8).JPG,2.0,
401,401,Sauce,2020,S13,guanaco,1.0,z-S12 (10).JPG,2020-03-26,23:09,Muestreo ct sauce/CT S 2020/S13/z-S12 (10).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (10).JPG,2.0,
402,402,Sauce,2020,S13,guanaco,1.0,z-S12 (15).JPG,2020-03-26,23:09,Muestreo ct sauce/CT S 2020/S13/z-S12 (15).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (15).JPG,3.0,
403,403,Sauce,2020,S13,guanaco,1.0,z-S12 (18).JPG,2020-03-26,23:10,Muestreo ct sauce/CT S 2020/S13/z-S12 (18).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (18).JPG,5.0,
404,404,Sauce,2020,S13,guanaco,4.0,z-S12 (23).JPG,2020-03-26,23:10,Muestreo ct sauce/CT S 2020/S13/z-S12 (23).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (23).JPG,6.0,
405,405,Sauce,2020,S13,guanaco,1.0,z-S12 (27).JPG,2020-03-26,23:11,Muestreo ct sauce/CT S 2020/S13/z-S12 (27).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (27).JPG,7.0,
406,406,Sauce,2020,S13,guanaco,1.0,z-S12 (71).JPG,2020-03-29,07:20,Muestreo ct sauce/CT S 2020/S13/z-S12 (71).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (71).JPG,1.0,
407,407,Sauce,2020,S13,guanaco,1.0,z-S12 (74).JPG,2020-03-30,00:02,Muestreo ct sauce/CT S 2020/S13/z-S12 (74).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (74).JPG,1.0,
408,408,Sauce,2020,S13,guanaco,1.0,z-S12 (76).JPG,2020-04-04,03:39,Muestreo ct sauce/CT S 2020/S13/z-S12 (76).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (76).JPG,1.0,
409,409,Sauce,2020,S13,guanaco,1.0,z-S12 (77).JPG,2020-04-04,03:39,Muestreo ct sauce/CT S 2020/S13/z-S12 (77).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (77).JPG,1.0,
410,410,Sauce,2020,S13,guanaco,1.0,z-S12 (78).JPG,2020-04-04,22:09,Muestreo ct sauce/CT S 2020/S13/z-S12 (78).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (78).JPG,2.0,
411,411,Sauce,2020,S13,guanaco,1.0,z-S12 (79).JPG,2020-04-04,22:09,Muestreo ct sauce/CT S 2020/S13/z-S12 (79).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S13/z-S12 (79).JPG,2.0,
412,412,Sauce,2020,S14,choique,2.0,S14 - (1).JPG,2020-02-05,08:28,Muestreo ct sauce/CT S 2020/S14/S14 - (1).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (1).JPG,1.0,
413,413,Sauce,2020,S14,guanaco,1.0,S14 - (16).JPG,2020-02-05,15:20,Muestreo ct sauce/CT S 2020/S14/S14 - (16).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (16).JPG,1.0,
414,414,Sauce,2020,S14,guanaco,1.0,S14 - (27).JPG,2020-02-08,11:46,Muestreo ct sauce/CT S 2020/S14/S14 - (27).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (27).JPG,1.0,
415,415,Sauce,2020,S14,guanaco,1.0,S14 - (42).JPG,2020-02-09,11:29,Muestreo ct sauce/CT S 2020/S14/S14 - (42).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (42).JPG,1.0,
416,416,Sauce,2020,S14,guanaco,1.0,S14 - (56).JPG,2020-02-09,12:56,Muestreo ct sauce/CT S 2020/S14/S14 - (56).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (56).JPG,1.0,
417,417,Sauce,2020,S14,mara,1.0,S14 - (286).JPG,2020-02-10,14:53,Muestreo ct sauce/CT S 2020/S14/S14 - (286).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (286).JPG,1.0,
418,418,Sauce,2020,S14,guanaco,3.0,S14 - (287).JPG,2020-02-10,14:53,Muestreo ct sauce/CT S 2020/S14/S14 - (287).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (287).JPG,2.0,
419,419,Sauce,2020,S14,mara,1.0,S14 - (291).JPG,2020-02-10,14:53,Muestreo ct sauce/CT S 2020/S14/S14 - (291).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (291).JPG,1.0,
420,420,Sauce,2020,S14,mara,1.0,S14 - (294).JPG,2020-02-10,14:54,Muestreo ct sauce/CT S 2020/S14/S14 - (294).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/S14 - (294).JPG,1.0,
421,421,Sauce,2020,S14,guanaco,1.0,IMG_0011.JPG,2020-02-12,08:12,Muestreo ct sauce/CT S 2020/S14/IMG_0011.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0011.JPG,1.0,
422,422,Sauce,2020,S14,guanaco,1.0,IMG_0016.JPG,2020-02-12,08:12,Muestreo ct sauce/CT S 2020/S14/IMG_0016.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0016.JPG,1.0,
423,423,Sauce,2020,S14,zorro gris,1.0,IMG_0071.JPG,2020-02-15,02:15,Muestreo ct sauce/CT S 2020/S14/IMG_0071.JPG,True,False,True,True,False,True,,0.0,humano
424,424,Sauce,2020,S14,guanaco,1.0,IMG_0076.JPG,2020-02-15,10:38,Muestreo ct sauce/CT S 2020/S14/IMG_0076.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0076.JPG,1.0,
425,425,Sauce,2020,S14,zorro gris,1.0,IMG_0176.JPG,2020-02-19,21:56,Muestreo ct sauce/CT S 2020/S14/IMG_0176.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0176.JPG,1.0,
426,426,Sauce,2020,S14,guanaco,1.0,IMG_0181.JPG,2020-02-21,07:59,Muestreo ct sauce/CT S 2020/S14/IMG_0181.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0181.JPG,1.0,
427,427,Sauce,2020,S14,zorro gris,1.0,IMG_0406.JPG,2020-02-21,21:30,Muestreo ct sauce/CT S 2020/S14/IMG_0406.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/IMG_0406.JPG,1.0,
428,428,Sauce,2020,S14,liebre,1.0,z-S14 (1).JPG,2020-02-24,21:09,Muestreo ct sauce/CT S 2020/S14/z-S14 (1).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/z-S14 (1).JPG,1.0,
429,429,Sauce,2020,S14,zorro gris,1.0,z-S14 (3).JPG,2020-02-28,21:21,Muestreo ct sauce/CT S 2020/S14/z-S14 (3).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/z-S14 (3).JPG,1.0,
430,430,Sauce,2020,S14,guanaco,1.0,z-S14 (4).JPG,2020-03-06,09:59,Muestreo ct sauce/CT S 2020/S14/z-S14 (4).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S14/z-S14 (4).JPG,1.0,
431,431,Sauce,2020,S15,choique,1.0,S15 - (96).JPG,2020-02-06,21:42,Muestreo ct sauce/CT S 2020/S15/S15 - (96).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (96).JPG,1.0,
432,432,Sauce,2020,S15,choique,1.0,S15 - (106).JPG,2020-02-07,08:14,Muestreo ct sauce/CT S 2020/S15/S15 - (106).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (106).JPG,1.0,
433,433,Sauce,2020,S15,guanaco,1.0,S15 - (111).JPG,2020-02-07,21:42,Muestreo ct sauce/CT S 2020/S15/S15 - (111).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (111).JPG,1.0,
434,434,Sauce,2020,S15,guanaco,1.0,S15 - (112).JPG,2020-02-07,21:42,Muestreo ct sauce/CT S 2020/S15/S15 - (112).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (112).JPG,2.0,
435,435,Sauce,2020,S15,choique,6.0,S15 - (116).JPG,2020-02-09,06:57,Muestreo ct sauce/CT S 2020/S15/S15 - (116).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (116).JPG,4.0,
436,436,Sauce,2020,S15,guanaco,1.0,S15 - (126).JPG,2020-02-09,22:37,Muestreo ct sauce/CT S 2020/S15/S15 - (126).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (126).JPG,1.0,
437,437,Sauce,2020,S15,guanaco,1.0,S15 - (127).JPG,2020-02-09,22:37,Muestreo ct sauce/CT S 2020/S15/S15 - (127).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (127).JPG,1.0,
438,438,Sauce,2020,S15,guanaco,1.0,S15 - (129).JPG,2020-02-09,22:37,Muestreo ct sauce/CT S 2020/S15/S15 - (129).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (129).JPG,1.0,
439,439,Sauce,2020,S15,guanaco,1.0,S15 - (131).JPG,2020-02-09,22:37,Muestreo ct sauce/CT S 2020/S15/S15 - (131).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (131).JPG,1.0,
440,440,Sauce,2020,S15,guanaco,1.0,S15 - (136).JPG,2020-02-09,22:38,Muestreo ct sauce/CT S 2020/S15/S15 - (136).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/S15 - (136).JPG,1.0,
441,441,Sauce,2020,S15,guanaco,1.0,IMG_0006.JPG,2020-02-12,03:52,Muestreo ct sauce/CT S 2020/S15/IMG_0006.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0006.JPG,1.0,
442,442,Sauce,2020,S15,liebre,1.0,IMG_0162.JPG,2020-02-15,13:18,Muestreo ct sauce/CT S 2020/S15/IMG_0162.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0162.JPG,1.0,
443,443,Sauce,2020,S15,choique,6.0,IMG_0166.JPG,2020-02-15,21:55,Muestreo ct sauce/CT S 2020/S15/IMG_0166.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0166.JPG,5.0,
444,444,Sauce,2020,S15,choique,1.0,IMG_0168.JPG,2020-02-15,21:56,Muestreo ct sauce/CT S 2020/S15/IMG_0168.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0168.JPG,7.0,
445,445,Sauce,2020,S15,choique,1.0,IMG_0172.JPG,2020-02-15,21:56,Muestreo ct sauce/CT S 2020/S15/IMG_0172.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0172.JPG,4.0,
446,446,Sauce,2020,S15,choique,1.0,IMG_0177.JPG,2020-02-15,21:56,Muestreo ct sauce/CT S 2020/S15/IMG_0177.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0177.JPG,5.0,
447,447,Sauce,2020,S15,choique,1.0,IMG_0181.JPG,2020-02-15,21:56,Muestreo ct sauce/CT S 2020/S15/IMG_0181.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S15/IMG_0181.JPG,4.0,
