,Unnamed: 0,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe,Rota,esta,Categoria
726,726,Sauce,2020,S18,guanaco,1.0,IMG_0593.JPG,2020-02-18,04:56,Muestreo ct sauce/CT S 2020/S18/IMG_0593.JPG,True,False,True,Mamifero Herbivoro
727,727,Sauce,2020,S18,guanaco,1.0,IMG_0640.JPG,2020-02-20,02:49,Muestreo ct sauce/CT S 2020/S18/IMG_0640.JPG,True,False,True,Mamifero Herbivoro
728,728,Sauce,2020,S18,guanaco,1.0,IMG_0713.JPG,2020-02-20,03:24,Muestreo ct sauce/CT S 2020/S18/IMG_0713.JPG,True,False,True,Mamifero Herbivoro
729,729,Sauce,2020,S18,choique,2.0,z-S18 (1).JPG,2020-02-21,19:52,Muestreo ct sauce/CT S 2020/S18/z-S18 (1).JPG,True,False,True,Ave
730,730,Sauce,2020,S18,choique,1.0,z-S18 (4).JPG,2020-02-21,19:52,Muestreo ct sauce/CT S 2020/S18/z-S18 (4).JPG,True,False,True,Ave
731,731,Sauce,2020,S18,passeriforme,1.0,z-S18 (36).JPG,2020-02-21,20:24,Muestreo ct sauce/CT S 2020/S18/z-S18 (36).JPG,True,False,True,Ave
732,732,Sauce,2020,S18,guanaco,1.0,z-S18 (41).JPG,2020-02-21,21:32,Muestreo ct sauce/CT S 2020/S18/z-S18 (41).JPG,True,False,True,Mamifero Herbivoro
733,733,Sauce,2020,S18,passeriforme,1.0,z-S18 (236).JPG,2020-02-22,21:19,Muestreo ct sauce/CT S 2020/S18/z-S18 (236).JPG,True,False,True,Ave
734,734,Sauce,2020,S18,choique,1.0,z-S18 (241).JPG,2020-02-22,21:30,Muestreo ct sauce/CT S 2020/S18/z-S18 (241).JPG,True,False,True,Ave
735,735,Sauce,2020,S18,choique,1.0,z-S18 (260).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (260).JPG,True,False,True,Ave
736,736,Sauce,2020,S18,choique,1.0,z-S18 (264).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (264).JPG,True,False,True,Ave
737,737,Sauce,2020,S18,choique,1.0,z-S18 (269).JPG,2020-02-22,21:31,Muestreo ct sauce/CT S 2020/S18/z-S18 (269).JPG,True,False,True,Ave
738,738,Sauce,2020,S18,passeriforme,1.0,z-S18 (411).JPG,2020-02-23,23:36,Muestreo ct sauce/CT S 2020/S18/z-S18 (411).JPG,True,False,True,Ave
739,739,Sauce,2020,S18,gato montes,1.0,z-S18 (536).JPG,2020-02-24,09:03,Muestreo ct sauce/CT S 2020/S18/z-S18 (536).JPG,True,False,True,Mamifero Carnivoro
740,740,Sauce,2020,S18,passeriforme,1.0,z-S18 (545).JPG,2020-02-25,07:07,Muestreo ct sauce/CT S 2020/S18/z-S18 (545).JPG,True,False,True,Ave
741,741,Sauce,2020,S18,passeriforme,1.0,z-S18 (673).JPG,2020-02-26,05:55,Muestreo ct sauce/CT S 2020/S18/z-S18 (673).JPG,True,False,True,Ave
742,742,Sauce,2020,S18,guanaco,1.0,z-S18 (746).JPG,2020-02-28,23:32,Muestreo ct sauce/CT S 2020/S18/z-S18 (746).JPG,True,False,True,Mamifero Herbivoro
743,743,Sauce,2020,S18,choique,1.0,z-S18 (756).JPG,2020-02-29,04:21,Muestreo ct sauce/CT S 2020/S18/z-S18 (756).JPG,True,False,True,Ave
744,744,Sauce,2020,S18,choique,1.0,z-S18 (777).JPG,2020-02-29,04:23,Muestreo ct sauce/CT S 2020/S18/z-S18 (777).JPG,True,False,True,Ave
745,745,Sauce,2020,S18,guanaco,1.0,z-S18 (996).JPG,2020-02-29,21:40,Muestreo ct sauce/CT S 2020/S18/z-S18 (996).JPG,True,False,True,Mamifero Herbivoro
746,746,Sauce,2020,S18,guanaco,1.0,z-S18 (1007).JPG,2020-02-29,21:41,Muestreo ct sauce/CT S 2020/S18/z-S18 (1007).JPG,True,False,True,Mamifero Herbivoro
747,747,Sauce,2020,S18,guanaco,1.0,z-S18 (1018).JPG,2020-02-29,21:42,Muestreo ct sauce/CT S 2020/S18/z-S18 (1018).JPG,True,False,True,Mamifero Herbivoro
748,748,Sauce,2020,S18,guanaco,1.0,z-S18 (1082).JPG,2020-02-29,22:00,Muestreo ct sauce/CT S 2020/S18/z-S18 (1082).JPG,True,False,True,Mamifero Herbivoro
749,749,Sauce,2020,S18,guanaco,1.0,z-S18 (1091).JPG,2020-02-29,22:02,Muestreo ct sauce/CT S 2020/S18/z-S18 (1091).JPG,True,False,True,Mamifero Herbivoro
750,750,Sauce,2020,S18,passeriforme,1.0,z-S18 (1096).JPG,2020-03-01,01:06,Muestreo ct sauce/CT S 2020/S18/z-S18 (1096).JPG,True,False,True,Ave
751,751,Sauce,2020,S18,guanaco,3.0,z-S18 (1726).JPG,2020-03-08,04:54,Muestreo ct sauce/CT S 2020/S18/z-S18 (1726).JPG,True,False,True,Mamifero Herbivoro
752,752,Sauce,2020,S18,guanaco,1.0,z-S18 (1731).JPG,2020-03-08,04:55,Muestreo ct sauce/CT S 2020/S18/z-S18 (1731).JPG,True,False,True,Mamifero Herbivoro
753,753,Sauce,2020,S18,guanaco,1.0,z-S18 (1764).JPG,2020-03-08,06:16,Muestreo ct sauce/CT S 2020/S18/z-S18 (1764).JPG,True,False,True,Mamifero Herbivoro
754,754,Sauce,2020,S19,guanaco,1.0,IMG_0055.JPG,2017-01-03,22:46,Muestreo ct sauce/CT S 2020/S19/IMG_0055.JPG,True,False,True,Mamifero Herbivoro
755,755,Sauce,2020,S19,guanaco,1.0,IMG_0226.JPG,2017-01-05,00:04,Muestreo ct sauce/CT S 2020/S19/IMG_0226.JPG,True,False,True,Mamifero Herbivoro
756,756,Sauce,2020,S19,guanaco,1.0,IMG_0236.JPG,2017-01-05,00:07,Muestreo ct sauce/CT S 2020/S19/IMG_0236.JPG,True,False,True,Mamifero Herbivoro
757,757,Sauce,2020,S19,guanaco,1.0,IMG_0244.JPG,2017-01-05,00:07,Muestreo ct sauce/CT S 2020/S19/IMG_0244.JPG,True,False,True,Mamifero Herbivoro
758,758,Sauce,2020,S19,guanaco,1.0,IMG_0251.JPG,2017-01-05,00:09,Muestreo ct sauce/CT S 2020/S19/IMG_0251.JPG,True,False,True,Mamifero Herbivoro
759,759,Sauce,2020,S19,guanaco,2.0,IMG_0274.JPG,2017-01-05,00:10,Muestreo ct sauce/CT S 2020/S19/IMG_0274.JPG,True,False,True,Mamifero Herbivoro
760,760,Sauce,2020,S19,guanaco,1.0,IMG_0278.JPG,2017-01-05,00:10,Muestreo ct sauce/CT S 2020/S19/IMG_0278.JPG,True,False,True,Mamifero Herbivoro
761,761,Sauce,2020,S19,guanaco,1.0,IMG_0281.JPG,2017-01-05,00:10,,False,False,False,Mamifero Herbivoro
762,762,Sauce,2020,S19,guanaco,1.0,IMG_0301.JPG,2017-01-05,00:11,Muestreo ct sauce/CT S 2020/S19/IMG_0301.JPG,True,False,True,Mamifero Herbivoro
763,763,Sauce,2020,S19,guanaco,1.0,IMG_1436.JPG,2017-01-07,18:44,Muestreo ct sauce/CT S 2020/S19/IMG_1436.JPG,True,False,True,Mamifero Herbivoro
764,764,Sauce,2020,S19,guanaco,1.0,IMG_1439.JPG,2017-01-07,18:44,Muestreo ct sauce/CT S 2020/S19/IMG_1439.JPG,True,False,True,Mamifero Herbivoro
765,765,Sauce,2020,S19,guanaco,1.0,IMG_1446.JPG,2017-01-07,18:45,Muestreo ct sauce/CT S 2020/S19/IMG_1446.JPG,True,False,True,Mamifero Herbivoro
766,766,Sauce,2020,S19,passeriforme,1.0,IMG_1502.JPG,2017-01-07,21:20,Muestreo ct sauce/CT S 2020/S19/IMG_1502.JPG,True,False,True,Ave
767,767,Sauce,2020,S19,guanaco,3.0,IMG_1776.JPG,2017-01-08,01:32,Muestreo ct sauce/CT S 2020/S19/IMG_1776.JPG,True,False,True,Mamifero Herbivoro
768,768,Sauce,2020,S19,guanaco,2.0,IMG_1779.JPG,2017-01-08,01:32,Muestreo ct sauce/CT S 2020/S19/IMG_1779.JPG,True,False,True,Mamifero Herbivoro
769,769,Sauce,2020,S19,guanaco,1.0,IMG_1798.JPG,2017-01-08,01:33,Muestreo ct sauce/CT S 2020/S19/IMG_1798.JPG,True,False,True,Mamifero Herbivoro
770,770,Sauce,2020,S19,guanaco,2.0,IMG_1836.JPG,2017-01-08,01:35,Muestreo ct sauce/CT S 2020/S19/IMG_1836.JPG,True,False,True,Mamifero Herbivoro
771,771,Sauce,2020,S19,guanaco,1.0,IMG_1846.JPG,2017-01-08,01:38,Muestreo ct sauce/CT S 2020/S19/IMG_1846.JPG,True,False,True,Mamifero Herbivoro
772,772,Sauce,2020,S19,guanaco,1.0,IMG_2051.JPG,2017-01-09,20:53,Muestreo ct sauce/CT S 2020/S19/IMG_2051.JPG,True,False,True,Mamifero Herbivoro
773,773,Sauce,2020,S19,guanaco,1.0,IMG_2281.JPG,2017-01-11,17:20,Muestreo ct sauce/CT S 2020/S19/IMG_2281.JPG,True,False,True,Mamifero Herbivoro
774,774,Sauce,2020,S19,guanaco,1.0,IMG_2371.JPG,2017-01-11,17:25,Muestreo ct sauce/CT S 2020/S19/IMG_2371.JPG,True,False,True,Mamifero Herbivoro
775,775,Sauce,2020,S19,guanaco,1.0,IMG_2372.JPG,2017-01-11,17:25,Muestreo ct sauce/CT S 2020/S19/IMG_2372.JPG,True,False,True,Mamifero Herbivoro
776,776,Sauce,2020,S19,guanaco,2.0,IMG_2377.JPG,2017-01-11,17:27,Muestreo ct sauce/CT S 2020/S19/IMG_2377.JPG,True,False,True,Mamifero Herbivoro
777,777,Sauce,2020,S19,guanaco,2.0,IMG_2388.JPG,2017-01-11,17:28,Muestreo ct sauce/CT S 2020/S19/IMG_2388.JPG,True,False,True,Mamifero Herbivoro
778,778,Sauce,2020,S19,guanaco,1.0,IMG_2393.JPG,2017-01-11,17:28,Muestreo ct sauce/CT S 2020/S19/IMG_2393.JPG,True,False,True,Mamifero Herbivoro
779,779,Sauce,2020,S19,guanaco,1.0,IMG_2546.JPG,2017-01-13,01:34,Muestreo ct sauce/CT S 2020/S19/IMG_2546.JPG,True,False,True,Mamifero Herbivoro
780,780,Sauce,2020,S19,passeriforme,1.0,IMG_2641.JPG,2017-01-14,19:20,Muestreo ct sauce/CT S 2020/S19/IMG_2641.JPG,True,False,True,Ave
781,781,Sauce,2020,S19,guanaco,1.0,IMG_2646.JPG,2017-01-14,19:39,Muestreo ct sauce/CT S 2020/S19/IMG_2646.JPG,True,False,True,Mamifero Herbivoro
782,782,Sauce,2020,S19,guanaco,1.0,IMG_2656.JPG,2017-01-14,19:51,Muestreo ct sauce/CT S 2020/S19/IMG_2656.JPG,True,False,True,Mamifero Herbivoro
783,783,Sauce,2020,S19,guanaco,1.0,IMG_2661.JPG,2017-01-14,19:52,Muestreo ct sauce/CT S 2020/S19/IMG_2661.JPG,True,False,True,Mamifero Herbivoro
784,784,Sauce,2020,S19,guanaco,1.0,IMG_2687.JPG,2017-01-14,19:59,Muestreo ct sauce/CT S 2020/S19/IMG_2687.JPG,True,False,True,Mamifero Herbivoro
785,785,Sauce,2020,S19,guanaco,1.0,IMG_2692.JPG,2017-01-14,19:59,Muestreo ct sauce/CT S 2020/S19/IMG_2692.JPG,True,False,True,Mamifero Herbivoro
786,786,Sauce,2020,S19,guanaco,1.0,IMG_2744.JPG,2017-01-14,20:03,Muestreo ct sauce/CT S 2020/S19/IMG_2744.JPG,True,False,True,Mamifero Herbivoro
787,787,Sauce,2020,S19,guanaco,1.0,IMG_2777.JPG,2017-01-14,20:08,Muestreo ct sauce/CT S 2020/S19/IMG_2777.JPG,True,False,True,Mamifero Herbivoro
788,788,Sauce,2020,S19,guanaco,1.0,z-S19 (151).JPG,2017-01-16,18:51,Muestreo ct sauce/CT S 2020/S19/z-S19 (151).JPG,True,False,True,Mamifero Herbivoro
789,789,Sauce,2020,S19,guanaco,1.0,z-S19 (157).JPG,2017-01-16,18:51,Muestreo ct sauce/CT S 2020/S19/z-S19 (157).JPG,True,False,True,Mamifero Herbivoro
790,790,Sauce,2020,S19,guanaco,1.0,z-S19 (161).JPG,2017-01-16,18:52,Muestreo ct sauce/CT S 2020/S19/z-S19 (161).JPG,True,False,True,Mamifero Herbivoro
791,791,Sauce,2020,S19,guanaco,1.0,z-S19 (166).JPG,2017-01-16,18:52,Muestreo ct sauce/CT S 2020/S19/z-S19 (166).JPG,True,False,True,Mamifero Herbivoro
792,792,Sauce,2020,S19,guanaco,1.0,z-S19 (397).JPG,2017-01-17,19:32,Muestreo ct sauce/CT S 2020/S19/z-S19 (397).JPG,True,False,True,Mamifero Herbivoro
793,793,Sauce,2020,S19,guanaco,1.0,z-S19 (402).JPG,2017-01-17,20:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (402).JPG,True,False,True,Mamifero Herbivoro
794,794,Sauce,2020,S19,guanaco,1.0,z-S19 (405).JPG,2017-01-17,20:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (405).JPG,True,False,True,Mamifero Herbivoro
795,795,Sauce,2020,S19,guanaco,1.0,z-S19 (407).JPG,2017-01-17,20:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (407).JPG,True,False,True,Mamifero Herbivoro
796,796,Sauce,2020,S19,guanaco,1.0,z-S19 (418).JPG,2017-01-17,20:46,Muestreo ct sauce/CT S 2020/S19/z-S19 (418).JPG,True,False,True,Mamifero Herbivoro
797,797,Sauce,2020,S19,guanaco,2.0,z-S19 (427).JPG,2017-01-17,20:46,Muestreo ct sauce/CT S 2020/S19/z-S19 (427).JPG,True,False,True,Mamifero Herbivoro
798,798,Sauce,2020,S19,guanaco,1.0,z-S19 (437).JPG,2017-01-17,20:47,Muestreo ct sauce/CT S 2020/S19/z-S19 (437).JPG,True,False,True,Mamifero Herbivoro
799,799,Sauce,2020,S19,guanaco,3.0,z-S19 (516).JPG,2017-01-18,21:43,Muestreo ct sauce/CT S 2020/S19/z-S19 (516).JPG,True,False,True,Mamifero Herbivoro
800,800,Sauce,2020,S19,passeriforme,1.0,z-S19 (559).JPG,2017-01-18,22:14,Muestreo ct sauce/CT S 2020/S19/z-S19 (559).JPG,True,False,True,Ave
801,801,Sauce,2020,S19,gato montes,1.0,z-S19 (846).JPG,2017-01-19,11:39,Muestreo ct sauce/CT S 2020/S19/z-S19 (846).JPG,True,False,True,Mamifero Carnivoro
802,802,Sauce,2020,S19,guanaco,1.0,z-S19 (1096).JPG,2017-01-19,22:43,Muestreo ct sauce/CT S 2020/S19/z-S19 (1096).JPG,True,False,True,Mamifero Herbivoro
803,803,Sauce,2020,S19,guanaco,1.0,z-S19 (1102).JPG,2017-01-19,22:48,Muestreo ct sauce/CT S 2020/S19/z-S19 (1102).JPG,True,False,True,Mamifero Herbivoro
804,804,Sauce,2020,S19,guanaco,1.0,z-S19 (1112).JPG,2017-01-19,22:57,Muestreo ct sauce/CT S 2020/S19/z-S19 (1112).JPG,True,False,True,Mamifero Herbivoro
805,805,Sauce,2020,S19,guanaco,1.0,z-S19 (1116).JPG,2017-01-19,22:57,Muestreo ct sauce/CT S 2020/S19/z-S19 (1116).JPG,True,False,True,Mamifero Herbivoro
806,806,Sauce,2020,S19,guanaco,2.0,z-S19 (1214).JPG,2017-01-20,22:28,Muestreo ct sauce/CT S 2020/S19/z-S19 (1214).JPG,True,False,True,Mamifero Herbivoro
807,807,Sauce,2020,S19,guanaco,1.0,z-S19 (1231).JPG,2017-01-20,22:29,Muestreo ct sauce/CT S 2020/S19/z-S19 (1231).JPG,True,False,True,Mamifero Herbivoro
808,808,Sauce,2020,S19,guanaco,2.0,z-S19 (1302).JPG,2017-01-20,22:35,Muestreo ct sauce/CT S 2020/S19/z-S19 (1302).JPG,True,False,True,Mamifero Herbivoro
809,809,Sauce,2020,S19,guanaco,1.0,z-S19 (1411).JPG,2017-01-21,22:41,Muestreo ct sauce/CT S 2020/S19/z-S19 (1411).JPG,True,False,True,Mamifero Herbivoro
810,810,Sauce,2020,S19,guanaco,1.0,z-S19 (1452).JPG,2017-01-22,00:09,Muestreo ct sauce/CT S 2020/S19/z-S19 (1452).JPG,True,False,True,Mamifero Herbivoro
811,811,Sauce,2020,S19,guanaco,2.0,z-S19 (1462).JPG,2017-01-22,00:09,Muestreo ct sauce/CT S 2020/S19/z-S19 (1462).JPG,True,False,True,Mamifero Herbivoro
812,812,Sauce,2020,S19,guanaco,1.0,z-S19 (1472).JPG,2017-01-22,00:12,Muestreo ct sauce/CT S 2020/S19/z-S19 (1472).JPG,True,False,True,Mamifero Herbivoro
813,813,Sauce,2020,S19,guanaco,1.0,z-S19 (1476).JPG,2017-01-22,00:12,Muestreo ct sauce/CT S 2020/S19/z-S19 (1476).JPG,True,False,True,Mamifero Herbivoro
814,814,Sauce,2020,S19,guanaco,1.0,z-S19 (1484).JPG,2017-01-22,00:12,Muestreo ct sauce/CT S 2020/S19/z-S19 (1484).JPG,True,False,True,Mamifero Herbivoro
815,815,Sauce,2020,S19,guanaco,1.0,z-S19 (1485).JPG,2017-01-22,00:12,Muestreo ct sauce/CT S 2020/S19/z-S19 (1485).JPG,True,False,True,Mamifero Herbivoro
816,816,Sauce,2020,S19,guanaco,1.0,z-S19 (1527).JPG,2017-01-23,16:09,Muestreo ct sauce/CT S 2020/S19/z-S19 (1527).JPG,True,False,True,Mamifero Herbivoro
817,817,Sauce,2020,S19,guanaco,2.0,z-S19 (1541).JPG,2017-01-23,16:30,Muestreo ct sauce/CT S 2020/S19/z-S19 (1541).JPG,True,False,True,Mamifero Herbivoro
818,818,Sauce,2020,S19,guanaco,4.0,z-S19 (1892).JPG,2017-01-23,23:26,Muestreo ct sauce/CT S 2020/S19/z-S19 (1892).JPG,True,False,True,Mamifero Herbivoro
819,819,Sauce,2020,S19,guanaco,1.0,z-S19 (1896).JPG,2017-01-23,23:27,Muestreo ct sauce/CT S 2020/S19/z-S19 (1896).JPG,True,False,True,Mamifero Herbivoro
820,820,Sauce,2020,S19,guanaco,2.0,z-S19 (1906).JPG,2017-01-23,23:27,Muestreo ct sauce/CT S 2020/S19/z-S19 (1906).JPG,True,False,True,Mamifero Herbivoro
821,821,Sauce,2020,S19,guanaco,1.0,z-S19 (1912).JPG,2017-01-23,23:28,Muestreo ct sauce/CT S 2020/S19/z-S19 (1912).JPG,True,False,True,Mamifero Herbivoro
822,822,Sauce,2020,S19,guanaco,1.0,z-S19 (1920).JPG,2017-01-23,23:28,Muestreo ct sauce/CT S 2020/S19/z-S19 (1920).JPG,True,False,True,Mamifero Herbivoro
823,823,Sauce,2020,S19,passeriforme,1.0,z-S19 (1984).JPG,2017-01-24,14:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (1984).JPG,True,False,True,Ave
824,824,Sauce,2020,S19,guanaco,1.0,z-S19 (2176).JPG,2017-01-26,02:06,Muestreo ct sauce/CT S 2020/S19/z-S19 (2176).JPG,True,False,True,Mamifero Herbivoro
825,825,Sauce,2020,S19,guanaco,1.0,z-S19 (2192).JPG,2017-01-26,16:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (2192).JPG,True,False,True,Mamifero Herbivoro
826,826,Sauce,2020,S19,guanaco,1.0,z-S19 (2196).JPG,2017-01-26,16:13,Muestreo ct sauce/CT S 2020/S19/z-S19 (2196).JPG,True,False,True,Mamifero Herbivoro
827,827,Sauce,2020,S19,guanaco,1.0,z-S19 (2386).JPG,2017-01-28,01:41,Muestreo ct sauce/CT S 2020/S19/z-S19 (2386).JPG,True,False,True,Mamifero Herbivoro
828,828,Sauce,2020,S19,guanaco,1.0,z-S19 (2489).JPG,2017-01-28,17:44,,False,False,False,Mamifero Herbivoro
829,829,Sauce,2020,S19,guanaco,1.0,z-S19 (2507).JPG,2017-01-28,17:45,Muestreo ct sauce/CT S 2020/S19/z-S19 (2507).JPG,True,False,True,Mamifero Herbivoro
830,830,Sauce,2020,S19,guanaco,1.0,z-S19 (2511).JPG,2017-01-28,18:41,Muestreo ct sauce/CT S 2020/S19/z-S19 (2511).JPG,True,False,True,Mamifero Herbivoro
831,831,Sauce,2020,S19,guanaco,1.0,z-S19 (2516).JPG,2017-01-28,19:46,Muestreo ct sauce/CT S 2020/S19/z-S19 (2516).JPG,True,False,True,Mamifero Herbivoro
832,832,Sauce,2020,S19,guanaco,1.0,z-S19 (2518).JPG,2017-01-28,19:46,Muestreo ct sauce/CT S 2020/S19/z-S19 (2518).JPG,True,False,True,Mamifero Herbivoro
833,833,Sauce,2020,S19,guanaco,1.0,z-S19 (2521).JPG,2017-01-28,19:47,Muestreo ct sauce/CT S 2020/S19/z-S19 (2521).JPG,True,False,True,Mamifero Herbivoro
834,834,Sauce,2020,S19,guanaco,1.0,z-S19 (2526).JPG,2017-01-28,19:47,Muestreo ct sauce/CT S 2020/S19/z-S19 (2526).JPG,True,False,True,Mamifero Herbivoro
835,835,Sauce,2020,S19,guanaco,1.0,z-S19 (2531).JPG,2017-01-28,19:48,Muestreo ct sauce/CT S 2020/S19/z-S19 (2531).JPG,True,False,True,Mamifero Herbivoro
836,836,Sauce,2020,S19,guanaco,1.0,z-S19 (2536).JPG,2017-01-28,19:54,Muestreo ct sauce/CT S 2020/S19/z-S19 (2536).JPG,True,False,True,Mamifero Herbivoro
837,837,Sauce,2020,S19,guanaco,1.0,z-S19 (2542).JPG,2017-01-28,22:41,Muestreo ct sauce/CT S 2020/S19/z-S19 (2542).JPG,True,False,True,Mamifero Herbivoro
838,838,Sauce,2020,S19,guanaco,1.0,z-S19 (2546).JPG,2017-01-28,22:42,Muestreo ct sauce/CT S 2020/S19/z-S19 (2546).JPG,True,False,True,Mamifero Herbivoro
839,839,Sauce,2020,S19,guanaco,1.0,z-S19 (2553).JPG,2017-01-28,22:42,Muestreo ct sauce/CT S 2020/S19/z-S19 (2553).JPG,True,False,True,Mamifero Herbivoro
840,840,Sauce,2020,S19,guanaco,1.0,z-S19 (2556).JPG,2017-01-28,22:42,Muestreo ct sauce/CT S 2020/S19/z-S19 (2556).JPG,True,False,True,Mamifero Herbivoro
841,841,Sauce,2020,S19,guanaco,2.0,z-S19 (2559).JPG,2017-01-28,22:42,Muestreo ct sauce/CT S 2020/S19/z-S19 (2559).JPG,True,False,True,Mamifero Herbivoro
842,842,Sauce,2020,S19,guanaco,1.0,z-S19 (2561).JPG,2017-01-28,22:42,Muestreo ct sauce/CT S 2020/S19/z-S19 (2561).JPG,True,False,True,Mamifero Herbivoro
843,843,Sauce,2020,S19,guanaco,1.0,z-S19 (2563).JPG,2017-01-28,22:43,Muestreo ct sauce/CT S 2020/S19/z-S19 (2563).JPG,True,False,True,Mamifero Herbivoro
844,844,Sauce,2020,S19,guanaco,1.0,z-S19 (2566).JPG,2017-01-28,22:43,Muestreo ct sauce/CT S 2020/S19/z-S19 (2566).JPG,True,False,True,Mamifero Herbivoro
845,845,Sauce,2020,S19,guanaco,1.0,z-S19 (2866).JPG,2017-01-30,16:21,Muestreo ct sauce/CT S 2020/S19/z-S19 (2866).JPG,True,False,True,Mamifero Herbivoro
846,846,Sauce,2020,S19,guanaco,1.0,z-S19 (2881).JPG,2017-01-30,16:29,Muestreo ct sauce/CT S 2020/S19/z-S19 (2881).JPG,True,False,True,Mamifero Herbivoro
847,847,Sauce,2020,S19,guanaco,1.0,z-S19 (2886).JPG,2017-01-30,16:29,Muestreo ct sauce/CT S 2020/S19/z-S19 (2886).JPG,True,False,True,Mamifero Herbivoro
848,848,Sauce,2020,S19,guanaco,1.0,z-S19 (2890).JPG,2017-01-30,16:29,,False,False,False,Mamifero Herbivoro
849,849,Sauce,2020,S19,guanaco,1.0,z-S19 (3131).JPG,2017-02-01,18:54,Muestreo ct sauce/CT S 2020/S19/z-S19 (3131).JPG,True,False,True,Mamifero Herbivoro
850,850,Sauce,2020,S19,guanaco,1.0,z-S19 (3148).JPG,2017-02-01,19:06,Muestreo ct sauce/CT S 2020/S19/z-S19 (3148).JPG,True,False,True,Mamifero Herbivoro
851,851,Sauce,2020,S19,guanaco,1.0,z-S19 (3383).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3383).JPG,True,False,True,Mamifero Herbivoro
852,852,Sauce,2020,S19,guanaco,1.0,z-S19 (3384).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3384).JPG,True,False,True,Mamifero Herbivoro
853,853,Sauce,2020,S19,guanaco,2.0,z-S19 (3387).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3387).JPG,True,False,True,Mamifero Herbivoro
854,854,Sauce,2020,S19,guanaco,2.0,z-S19 (3390).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3390).JPG,True,False,True,Mamifero Herbivoro
855,855,Sauce,2020,S19,guanaco,1.0,z-S19 (3391).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3391).JPG,True,False,True,Mamifero Herbivoro
856,856,Sauce,2020,S19,guanaco,2.0,z-S19 (3394).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3394).JPG,True,False,True,Mamifero Herbivoro
857,857,Sauce,2020,S19,guanaco,2.0,z-S19 (3400).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3400).JPG,True,False,True,Mamifero Herbivoro
858,858,Sauce,2020,S19,guanaco,2.0,z-S19 (3406).JPG,2017-02-02,18:04,Muestreo ct sauce/CT S 2020/S19/z-S19 (3406).JPG,True,False,True,Mamifero Herbivoro
859,859,Sauce,2020,S19,guanaco,1.0,z-S19 (3415).JPG,2017-02-02,18:05,Muestreo ct sauce/CT S 2020/S19/z-S19 (3415).JPG,True,False,True,Mamifero Herbivoro
860,860,Sauce,2021,S1,peludo,1.0,0-S1- (52).JPG,2021-02-21,11:28,Muestreo ct sauce/CT S 2021/S1/0-S1- (52).JPG,True,False,True,Mamifero Carnivoro
861,861,Sauce,2021,S1,guanaco,1.0,0-S1- (55).JPG,2021-02-21,11:29,Muestreo ct sauce/CT S 2021/S1/0-S1- (55).JPG,True,False,True,Mamifero Herbivoro
862,862,Sauce,2021,S1,choique,1.0,0-S1- (57).JPG,2021-02-21,12:31,Muestreo ct sauce/CT S 2021/S1/0-S1- (57).JPG,True,False,True,Ave
863,863,Sauce,2021,S1,choique,2.0,0-S1- (68).JPG,2021-02-21,13:19,Muestreo ct sauce/CT S 2021/S1/0-S1- (68).JPG,True,False,True,Ave
864,864,Sauce,2021,S1,choique,1.0,0-S1- (72).JPG,2021-02-21,13:19,Muestreo ct sauce/CT S 2021/S1/0-S1- (72).JPG,True,False,True,Ave
865,865,Sauce,2021,S1,choique,1.0,0-S1- (102).JPG,2021-02-21,13:23,Muestreo ct sauce/CT S 2021/S1/0-S1- (102).JPG,True,False,True,Ave
866,866,Sauce,2021,S1,liebre,1.0,0-S1- (117).JPG,2021-02-22,06:07,Muestreo ct sauce/CT S 2021/S1/0-S1- (117).JPG,True,False,True,Mamifero Herbivoro
867,867,Sauce,2021,S1,guanaco,1.0,0-S1- (127).JPG,2021-02-22,10:30,Muestreo ct sauce/CT S 2021/S1/0-S1- (127).JPG,True,False,True,Mamifero Herbivoro
868,868,Sauce,2021,S1,guanaco,3.0,0-S1- (157).JPG,2021-02-22,11:45,Muestreo ct sauce/CT S 2021/S1/0-S1- (157).JPG,True,False,True,Mamifero Herbivoro
869,869,Sauce,2021,S1,guanaco,1.0,0-S1- (158).JPG,2021-02-22,11:45,Muestreo ct sauce/CT S 2021/S1/0-S1- (158).JPG,True,False,True,Mamifero Herbivoro
