,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Especie,Cantidad_proba,Cantidad,Validar,Validado
5532,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (300).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (300).JPG,2023-02-19,13:28:07,0.0,0,,,,,,False,0
117,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (301).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (301).JPG,2023-02-19,13:30:01,0.0,0,,,,,,False,0
2922,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (302).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (302).JPG,2023-02-19,13:30:01,0.0,0,,,,,,False,0
4156,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (303).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (303).JPG,2023-02-19,13:30:02,0.0,0,,,,,,False,0
6160,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (304).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (304).JPG,2023-02-19,13:30:06,0.0,0.0,,,,,,False,0.0
99,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (305).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (305).JPG,2023-02-19,13:30:07,0.0,0,,,,,,False,0
2355,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (306).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (306).JPG,2023-02-19,13:30:07,0.0,0,,,,,,False,0
3573,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (307).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (307).JPG,2023-02-19,13:30:32,0.0,0,,,,,,False,0
2227,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (308).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (308).JPG,2023-02-19,13:30:33,0.0,0,,,,,,False,0
5820,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (309).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (309).JPG,2023-02-19,13:30:33,0.0,0,,,,,,False,0
2349,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (311).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (311).JPG,2023-02-19,13:30:38,0.0,0,,,,,,False,0
5924,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (310).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (310).JPG,2023-02-19,13:30:38,0.0,0,,,,,,False,0
3487,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (312).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (312).JPG,2023-02-19,13:30:39,0.0,0,,,,,,False,0
558,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (315).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (315).JPG,2023-02-19,13:30:42,0.0,0,,,,,,False,0
4984,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (313).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (313).JPG,2023-02-19,13:30:42,0.0,0,,,,,,False,0
6202,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (314).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (314).JPG,2023-02-19,13:30:42,0.0,0.0,,,,,,False,0.0
2038,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (316).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (316).JPG,2023-02-19,13:30:57,0.0,0,,,,,,False,0
1719,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (318).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (318).JPG,2023-02-19,13:30:58,0.0,0,,,,,,False,0
5504,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (317).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (317).JPG,2023-02-19,13:30:58,0.0,0,,,,,,False,0
60,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (320).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (320).JPG,2023-02-19,13:31:21,0.0,0,,,,,,False,0
4593,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (319).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (319).JPG,2023-02-19,13:31:21,0.0,0,,,,,,False,0
5806,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (321).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (321).JPG,2023-02-19,13:31:22,0.0,0,,,,,,False,0
1917,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (323).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (323).JPG,2023-02-19,13:31:25,0.0,0,,,,,,False,0
5137,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (322).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (322).JPG,2023-02-19,13:31:25,0.0,0,,,,,,False,0
2950,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (324).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (324).JPG,2023-02-19,13:31:26,0.0,0,,,,,,False,0
4695,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (325).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (325).JPG,2023-02-19,13:31:35,0.0,0,,,,,,False,0
1353,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (326).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (326).JPG,2023-02-19,13:31:36,0.0,0,,,,,,False,0
3834,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (327).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (327).JPG,2023-02-19,13:31:36,0.0,0,,,,,,False,0
5541,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (328).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (328).JPG,2023-02-19,13:32:28,0.0,0,,,,,,False,0
1204,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (329).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (329).JPG,2023-02-19,13:32:29,0.0,0,,,,,,False,0
4363,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (330).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (330).JPG,2023-02-19,13:32:29,0.0,0,,,,,,False,0
4336,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (332).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (332).JPG,2023-02-19,13:32:45,0.0,0,,,,,,False,0
4471,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (333).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (333).JPG,2023-02-19,13:32:45,0.0,0,,,,,,False,0
6635,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (331).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (331).JPG,2023-02-19,13:32:45,0.0,0.0,,,,,,False,0.0
3276,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (335).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (335).JPG,2023-02-19,13:35:10,0.0,0,,,,,,False,0
3917,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (336).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (336).JPG,2023-02-19,13:35:10,0.0,0,,,,,,False,0
4114,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (334).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (334).JPG,2023-02-19,13:35:10,0.0,0,,,,,,False,0
342,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (337).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (337).JPG,2023-02-19,13:35:14,0.0,0,,,,,,False,0
2793,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (339).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (339).JPG,2023-02-19,13:35:15,0.0,0,,,,,,False,0
5967,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (338).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (338).JPG,2023-02-19,13:35:15,0.0,0,,,,,,False,0
670,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (340).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (340).JPG,2023-02-19,13:35:17,0.0,0,,,,,,False,0
2512,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (341).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (341).JPG,2023-02-19,13:35:17,0.0,0,,,,,,False,0
2954,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (342).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (342).JPG,2023-02-19,13:35:17,0.0,0,,,,,,False,0
5373,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (343).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (343).JPG,2023-02-19,13:36:41,0.0,0,,,,,,False,0
3158,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (344).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (344).JPG,2023-02-19,13:36:42,0.0,0,,,,,,False,0
5811,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (345).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (345).JPG,2023-02-19,13:36:42,0.0,0,,,,,,False,0
4155,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (346).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (346).JPG,2023-02-19,13:38:08,0.0,0,,,,,,False,0
2288,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (348).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (348).JPG,2023-02-19,13:38:09,0.0,0,,,,,,False,0
3749,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (347).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (347).JPG,2023-02-19,13:38:09,0.0,0,,,,,,False,0
2633,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (351).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (351).JPG,2023-02-19,13:38:35,0.0,0,,,,,,False,0
6198,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (350).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (350).JPG,2023-02-19,13:38:35,0.0,0.0,,,,,,False,0.0
6479,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (349).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (349).JPG,2023-02-19,13:38:35,0.0,0.0,,,,,,False,0.0
589,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (352).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (352).JPG,2023-02-19,13:38:39,0.0,0,,,,,,False,0
2455,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (354).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (354).JPG,2023-02-19,13:38:39,0.0,0,,,,,,False,0
5935,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (353).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (353).JPG,2023-02-19,13:38:39,0.0,0,,,,,,False,0
2331,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (355).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (355).JPG,2023-02-19,13:40:25,0.0,0,,,,,,False,0
3803,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (357).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (357).JPG,2023-02-19,13:40:25,0.0,0,,,,,,False,0
5446,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (356).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (356).JPG,2023-02-19,13:40:25,0.0,0,,,,,,False,0
5146,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (358).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (358).JPG,2023-02-19,13:41:12,0.0,0,,,,,,False,0
309,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (360).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (360).JPG,2023-02-19,13:41:13,0.0,0,,,,,,False,0
5526,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (359).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (359).JPG,2023-02-19,13:41:13,0.0,0,,,,,,False,0
6383,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (361).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (361).JPG,2023-02-19,13:41:16,0.0,0.0,,,,,,False,0.0
3939,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (363).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (363).JPG,2023-02-19,13:41:17,0.0,0,,,,,,False,0
5319,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (362).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (362).JPG,2023-02-19,13:41:17,0.0,0,,,,,,False,0
4220,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (365).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (365).JPG,2023-02-19,13:41:20,0.0,0,,,,,,False,0
5469,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (364).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (364).JPG,2023-02-19,13:41:20,0.0,0,,,,,,False,0
6053,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (366).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (366).JPG,2023-02-19,13:41:20,0.0,0.0,,,,,,False,0.0
2023,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (367).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (367).JPG,2023-02-19,13:41:25,0.0,0,,,,,,False,0
2169,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (369).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (369).JPG,2023-02-19,13:41:26,0.0,0,,,,,,False,0
3548,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (368).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (368).JPG,2023-02-19,13:41:26,0.0,0,,,,,,False,0
1543,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (371).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (371).JPG,2023-02-19,13:42:00,0.0,0,,,,,,False,0
4377,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (370).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (370).JPG,2023-02-19,13:42:00,0.0,0,,,,,,False,0
466,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (372).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (372).JPG,2023-02-19,13:42:01,0.0,0,,,,,,False,0
