Unnamed: 0,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Validar,Validado,Especie,Cantidad
83,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (2888).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2888).JPG,2023-02-25,11:02:39,0.0,0,,,False,1,Guanaco,1.0
84,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (2965).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2965).JPG,2023-02-25,11:37:44,0.0,0,,,False,1,Guanaco,1.0
92,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1289).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1289).JPG,2023-04-06,13:05:46,1.0903226e-11,0,,,False,1,Guanaco,1.0
93,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1293).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1293).JPG,2023-04-06,16:00:06,4.4189896e-10,0,,,False,1,Guanaco,1.0
94,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1294).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1294).JPG,2023-04-06,16:06:41,4.4361364e-12,0,,,False,1,Guanaco,1.0
95,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1307).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1307).JPG,2023-04-07,12:43:56,3.0232888e-13,0,,,False,1,Guanaco,1.0
96,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1309).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1309).JPG,2023-04-07,14:38:58,4.0512874e-11,0,,,False,1,Guanaco,1.0
97,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1316).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1316).JPG,2023-04-07,16:12:17,3.3190113e-07,0,,,False,1,Guanaco,1.0
98,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1327).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1327).JPG,2023-04-08,14:25:30,2.1412656e-10,0,,,False,1,Guanaco,1.0
99,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-b- (1342).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1342).JPG,2023-04-09,12:52:37,1.1768584e-13,0,,,False,1,Guanaco,1.0
72,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S6\z-S6 (17).JPG,Muestreo ct sauce,CT S 2020,S6,,z-S6 (17).JPG,2020-03-08,15:55:41,0.86879146,1,0.6076959,1.0,True,0,,
73,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S9\IMG_0416.JPG,Muestreo ct sauce,CT S 2020,S9,,IMG_0416.JPG,2020-02-23,08:40:45,1.0,1,1.1876999e-06,0.0,True,0,,
